time_stats.moe_gating.min,time_stats.moe_gating.max,time_stats.moe_gating.mean,time_stats.moe_gating.median,time_stats.moe_gating.std,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,time_stats.moe_expert_up_proj.min,time_stats.moe_expert_up_proj.max,time_stats.moe_expert_up_proj.mean,time_stats.moe_expert_up_proj.median,time_stats.moe_expert_up_proj.std,time_stats.moe_expert_down_proj.min,time_stats.moe_expert_down_proj.max,time_stats.moe_expert_down_proj.mean,time_stats.moe_expert_down_proj.median,time_stats.moe_expert_down_proj.std,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers
0.043000000000000003,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.0,0.281,0.281,0.281,0.281,0.0,8.978,8.978,8.978,8.978,0.0,0.7000000000000001,0.7010000000000001,0.7003750000000001,0.7000000000000001,0.00048412291827592754,0.34500000000000003,0.34600000000000003,0.34587500000000004,0.34600000000000003,0.0003307189138830741,2720,8,8,1,2,4096,14336,True,1
0.043000000000000003,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.0,0.28400000000000003,0.28400000000000003,0.28400000000000003,0.28400000000000003,0.0,9.0,9.0,9.0,9.0,0.0,0.7010000000000001,0.7030000000000001,0.7020000000000001,0.7020000000000001,0.0007071067811865482,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.0,2688,8,8,1,2,4096,14336,True,1
0.043000000000000003,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.0,0.28400000000000003,0.28400000000000003,0.28400000000000003,0.28400000000000003,0.0,8.833,8.833,8.833,8.833,0.0,0.683,0.683,0.683,0.683,0.0,0.34600000000000003,0.34700000000000003,0.34625000000000006,0.34600000000000003,0.0004330127018922197,2656,8,8,1,2,4096,14336,True,1
0.054,0.054,0.054,0.054,0.0,0.332,0.332,0.332,0.332,0.0,10.798,10.798,10.798,10.798,0.0,0.839,0.841,0.839375,0.839,0.0006959705453537533,0.425,0.426,0.42525,0.425,0.0004330127018922197,2624,8,8,1,2,4096,14336,True,1
0.043000000000000003,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.0,0.277,0.277,0.277,0.277,0.0,8.786,8.786,8.786,8.786,0.0,0.683,0.684,0.683125,0.683,0.0003307189138830741,0.34600000000000003,0.34600000000000003,0.34600000000000003,0.34600000000000003,0.0,2592,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.272,0.272,0.272,0.272,0.0,8.290000000000001,8.290000000000001,8.290000000000001,8.290000000000001,0.0,0.681,0.683,0.681875,0.682,0.0005994789404140904,0.28600000000000003,0.28700000000000003,0.28675000000000006,0.28700000000000003,0.00043301270189221973,2560,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.273,0.273,0.273,0.273,0.0,8.317,8.317,8.317,8.317,0.0,0.684,0.685,0.6845000000000001,0.6845000000000001,0.0005000000000000004,0.28700000000000003,0.28800000000000003,0.28775000000000006,0.28800000000000003,0.00043301270189221973,2528,8,8,1,2,4096,14336,True,1
0.053,0.053,0.053,0.053,0.0,0.313,0.313,0.313,0.313,0.0,10.138,10.138,10.138,10.138,0.0,0.838,0.839,0.838375,0.838,0.0004841229182759276,0.352,0.353,0.35212499999999997,0.352,0.0003307189138830741,2496,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.266,0.266,0.266,0.266,0.0,8.389,8.389,8.389,8.389,0.0,0.6910000000000001,0.6920000000000001,0.6917500000000001,0.6920000000000001,0.00043301270189221973,0.29,0.291,0.29074999999999995,0.291,0.0004330127018922197,2464,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.266,0.266,0.266,0.266,0.0,8.401,8.401,8.401,8.401,0.0,0.6910000000000001,0.6920000000000001,0.6913750000000001,0.6910000000000001,0.0004841229182759276,0.292,0.293,0.29212499999999997,0.292,0.0003307189138830741,2432,8,8,1,2,4096,14336,True,1
