metric,unit,metric_statistic,frontier,vllm,absolute_error,relative_error_percent,numeric_threshold_status,sample_count,eligible_count,excluded_count,frontier_numerator,vllm_numerator,frontier_denominator,vllm_denominator,missing_request_ids,duplicate_request_ids
ttft,ms,mean,105.44366841784294,131.26863718032837,25.824968762485426,19.673373105114784,FAIL,100,100,0,10544.366841784295,13126.863718032837,100,100,[],[]
tpot,ms,mean,56.84539231594382,79.24111335051272,22.3957210345689,28.262754128029922,FAIL,100,100,0,5684.539231594382,7924.111335051272,100,100,[],[]
request_e2e,ms,mean,58258.28000762837,81194.85246896744,22936.57246133907,28.24880120338343,FAIL,100,100,0,5825828.000762837,8119485.246896744,100,100,[],[]
request_throughput,requests/s,formal_window_rate,0.9586855076644256,0.7827237347684025,0.1759617728960231,22.480699776925487,FAIL,100,100,0,100,100,104.30949378135755,127.7589979171753,[],[]
token_throughput,tokens/s,formal_window_rate,4908.469799241859,4007.5455220142208,900.924277227638,22.480699776925476,FAIL,100,100,0,512000,512000,104.30949378135755,127.7589979171753,[],[]
decode_throughput,tokens/s,formal_window_rate,981.6939598483718,801.5091044028442,180.18485544552766,22.480699776925487,FAIL,100,100,0,102400,102400,104.30949378135755,127.7589979171753,[],[]
