time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.emb.count,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.input_layernorm.count,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_pre_proj.count,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_rope.count,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.attn_post_proj.count,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.post_attention_layernorm.count,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_up_proj.count,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_act.count,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.mlp_down_proj.count,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,use_qk_norm,attn_output_gate,num_tokens,num_tensor_parallel_workers,padded_n_embd,padded_n_expanded_embd,model_arch,is_step2_mini,share_expert_dim,share_q_dim,measurement_type,profiling_precision,quant_signature,model_architecture_profile
0.006175999995321,0.0302719995379447,0.0099423999432474,0.0079999999143183,0.00493146468782,40.0,0.0160319991409778,0.0190399996936321,0.0172255999408662,0.0170559994876384,0.0008565068739474,20.0,0.0728640034794807,0.0836160033941268,0.0755407992750406,0.0749119967222213,0.0027056427580953,20,0.00883200019598,0.0186880007386207,0.0098543999716639,0.0091359997168183,0.0022064338409139,20,0.0309120006859302,0.0349440015852451,0.0321088002063334,0.0318400003015995,0.0010719951914517,20,0.016160000115633,0.0242240000516176,0.0176352000795304,0.0168960001319646,0.002051793994894,20.0,0.0833280012011528,0.0883200019598007,0.0857408005744218,0.0854720026254654,0.0012167323035283,20,0.0096000004559755,0.0101760001853108,0.0098240000661462,0.0098240002989768,0.000134628339959,20,0.0432960018515586,0.0456960014998912,0.0441248005256056,0.0440480001270771,0.0005737645765738,20,32,32,4096,11008,32000,True,False,False,128,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0059199999086558,0.0281600002199411,0.0123543999972753,0.0124479997903108,0.0060381692938315,40.0,0.016160000115633,0.0235520005226135,0.0175536001101136,0.016847999766469,0.0018112814676902,20.0,0.0719679966568946,0.0826560035347938,0.0746703997254371,0.0737279988825321,0.0028568579508715,20,0.0087999999523162,0.0137280002236366,0.0093664000276476,0.0089440001174807,0.0011714404239488,20,0.0302719995379447,0.0329600013792514,0.0311663999222219,0.0308800004422664,0.0008279579922483,20,0.0159040000289678,0.0183359999209642,0.0166751999408006,0.0164480004459619,0.0005722455264602,20.0,0.0807359963655471,0.0844800025224685,0.0822463992983102,0.0819839984178543,0.0008225057388163,20,0.0094400001689791,0.0104320002719759,0.0099151999689638,0.00987199973315,0.0002734595903646,20,0.0421760007739067,0.0543360002338886,0.0435376005247235,0.0427999999374151,0.0025205657059385,20,32,32,4096,11008,32000,True,False,False,64,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0062719997949898,0.0242880005389451,0.011731199955102,0.0125440000556409,0.0051655067665521,40.0,0.0157760009169578,0.0186560004949569,0.0163920000195503,0.0160799995064735,0.0006851196920641,20.0,0.0736960023641586,0.0776320025324821,0.0754351999610662,0.0751039981842041,0.0011780728849375,20,0.0082879997789859,0.0103679997846484,0.0087168000638484,0.0086880000308156,0.0004151868634439,20,0.0301440004259347,0.0318720005452632,0.0308095999993383,0.0307999998331069,0.0004449727160541,20,0.0159040000289678,0.0179839991033077,0.0165391998365521,0.0164160002022981,0.0005045737031635,20.0,0.0789439976215362,0.0803840011358261,0.0795760001987218,0.0796160027384758,0.000402345537382,20,0.0091519998386502,0.0097599998116493,0.0095248000696301,0.009519999846816,0.0001285089507845,20,0.042272001504898,0.0446400009095668,0.0429712001234292,0.0428959988057613,0.0005488046143732,20,32,32,4096,11008,32000,True,False,False,32,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0120320003479719,0.0245760008692741,0.0147512000286951,0.0156800001859664,0.0024409256902854,40.0,0.0110719995573163,0.0227520000189542,0.0152239999268203,0.0161119997501373,0.0028207029240229,20.0,0.0700159966945648,0.0814720019698143,0.0724640004336834,0.0714720003306865,0.002942426290792,20,0.00883200019598,0.0155199998989701,0.0094703999813646,0.0090880002826452,0.0014172233937904,20,0.0326399989426136,0.0385279990732669,0.0336927998811006,0.0335200000554323,0.0012560925873782,20,0.0157760009169578,0.0175999999046325,0.0165663999505341,0.0165759995579719,0.0004504049655164,20.0,0.0787520036101341,0.0812480002641677,0.0798608012497425,0.0797120034694671,0.0005734407304613,20,0.0091199995949864,0.0101119996979832,0.0094720000401139,0.0094240000471472,0.0002296431721874,20,0.0405439995229244,0.0465280003845691,0.0417584002017974,0.041567999869585,0.0013408144369487,20,32,32,4096,11008,32000,True,False,False,16,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0087679997086524,0.0204160008579492,0.0113688000245019,0.0117759997956454,0.0022398285767418,40.0,0.0159360002726316,0.0185279995203018,0.0165663999505341,0.0164640005677938,0.0005235788792516,20.0,0.068960003554821,0.0747840031981468,0.0705568000674247,0.070431999862194,0.0011951863990815,20,0.0087999999523162,0.0118079995736479,0.0092527999542653,0.0091039999388158,0.000642337638789,20,0.0286400001496076,0.0314560011029243,0.029670400172472,0.02948800008744,0.0005928730352854,20,0.0159040000289678,0.0177280008792877,0.0163824001327157,0.016287999227643,0.0004052108926718,20.0,0.080095998942852,0.082175999879837,0.0811759993433952,0.0811039991676807,0.0006185916252124,20,0.0086399996653199,0.0094720004126429,0.0091231999918818,0.0091200000606477,0.0001787136790834,20,0.0399359986186027,0.0461120009422302,0.0408784002065658,0.0405279994010925,0.0012665888399372,20,32,32,4096,11008,32000,True,False,False,8,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0076159997843205,0.0182719994336366,0.0104631999623961,0.0091679999604821,0.0026044881792409,40.0,0.0155840003862977,0.0176960006356239,0.0164704001042991,0.0164160002022981,0.0004531251358111,20.0,0.0687360018491745,0.0754240006208419,0.0703792005777359,0.0700639970600605,0.00143748337295,20,0.0087679997086524,0.0128640001639723,0.0095391999464482,0.0091039999388158,0.0010699156420227,20,0.0326399989426136,0.0347520001232624,0.0335584001615643,0.0333760008215904,0.0005651511205661,20,0.0155840003862977,0.0180159993469715,0.016675200080499,0.0164799997583031,0.0006581348444384,20.0,0.0796480029821395,0.0822400003671646,0.08123359978199,0.0812960006296634,0.0006418750431412,20,0.00883200019598,0.0093759996816515,0.0091359999496489,0.0091359997168183,0.0001363290298807,20,0.0395519994199276,0.0544960014522075,0.0411936005577445,0.040608000010252,0.0030983720454925,20,32,32,4096,11008,32000,True,False,False,4,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0066880001686513,0.0187839996069669,0.0106071999995037,0.0096479998901486,0.003268201020831,40.0,0.0156479999423027,0.0176960006356239,0.0164735998958349,0.01643200032413,0.0004809164108616,20.0,0.0689280033111572,0.0747200027108192,0.0708080001175403,0.0703359991312027,0.001448079758891,20,0.0087679997086524,0.0098240002989768,0.0091087999287992,0.0090239997953176,0.0002450196366951,20,0.0323840007185936,0.0344320014119148,0.0331680005416274,0.0329280011355876,0.0005839892878135,20,0.015871999785304,0.0171520002186298,0.0165536000393331,0.0165919996798038,0.0003418312811763,20.0,0.0772159993648529,0.0805120021104812,0.0788975995033979,0.0788959972560405,0.0008502299067719,20,0.0087360003963112,0.0108160004019737,0.0091887999791651,0.0091039999388158,0.0004022688486712,20,0.0387200005352497,0.04364800080657,0.0398576002568006,0.0395359992980957,0.0010804194610392,20,32,32,4096,11008,32000,True,False,False,2,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
0.0063040000386536,0.0196800008416175,0.0102064000442624,0.0094240000471472,0.0035199778760007,40.0,0.015744000673294,0.0175679996609687,0.016417600121349,0.01643200032413,0.0003888329000534,20.0,0.0689280033111572,0.0741759985685348,0.0704703997820615,0.0700959973037242,0.0011299482556256,20,0.0086399996653199,0.012703999876976,0.0092800000216811,0.0089279999956488,0.0009714516686746,20,0.0322879999876022,0.0345279984176158,0.0332399995997548,0.0332479998469352,0.0005959971707625,20,0.0157760009169578,0.0210880003869533,0.0167520001530647,0.0165280001237988,0.00107371802792,20.0,0.0777600035071373,0.0813760012388229,0.0796815995126962,0.0799039974808693,0.0010635111413118,20,0.0086399996653199,0.0094400001689791,0.0090831999201327,0.0091039999388158,0.000198625704735,20,0.0389439985156059,0.0414719991385936,0.0398895997554063,0.0398880001157522,0.0006853885122783,20,32,32,4096,11008,32000,True,False,False,1,1,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
,,,,,,,,,,,,0.0608320012688636,0.070592001080513,0.0632544005289673,0.0627680011093616,0.0025976059806411,20,0.0195199996232986,0.0296320002526044,0.0221168001182377,0.0215680003166198,0.0021135091888438,20,0.0255040004849433,0.029823999851942,0.0264992001466453,0.0262879999354481,0.0009796338466526,20,,,,,,,0.0518720000982284,0.0612160004675388,0.0533616000786423,0.0529120005667209,0.0018737489640569,20,0.007424000184983,0.0081280004233121,0.0077600000193342,0.0077760000713169,0.000140034360847,20,0.0345599986612796,0.0371840000152587,0.0352063998579978,0.035055998712778,0.0005621992991063,20,32,32,4096,11008,32000,True,False,False,128,2,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
,,,,,,,,,,,,0.0596479997038841,0.0714239999651908,0.0621167996898293,0.0611199997365474,0.0030149248417025,20,0.0203840006142854,0.0243519991636276,0.0215984000824391,0.0215199999511241,0.0008240526827633,20,0.0251839999109506,0.0280319992452859,0.0262783999554812,0.0260479999706149,0.0006597433563978,20,,,,,,,0.0490880012512207,0.0507519990205764,0.0498752003535628,0.0496640000492334,0.0005031637344473,20,0.0073279999196529,0.0104639995843172,0.007871999987401,0.00771199981682,0.0006387988173842,20,0.0340479984879493,0.0385919995605945,0.0350367996841669,0.0349280014634132,0.0008781014389448,20,32,32,4096,11008,32000,True,False,False,64,2,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
,,,,,,,,,,,,0.0607680007815361,0.1143359988927841,0.0653664002195,0.0623679999262094,0.0114149119803034,20,0.0192639995366334,0.0245440006256103,0.0217152001336216,0.0215840004384517,0.001433314401467,20,0.0250879991799592,0.0314240008592605,0.0264656000770628,0.0260000005364418,0.0014716340771686,20,,,,,,,0.050815999507904,0.0524800010025501,0.0516847999766469,0.0516639985144138,0.000524084853994,20,0.0073600001633167,0.0104320002719759,0.0077728000236675,0.0075999998953193,0.0006429452482362,20,0.0329920016229152,0.0347520001232624,0.0337840000167489,0.0337920002639293,0.0004478714101476,20,32,32,4096,11008,32000,True,False,False,32,2,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
,,,,,,,,,,,,0.0604479983448982,0.0676480010151863,0.0625104002654552,0.0622080005705356,0.001909369961711,20,0.0191040001809597,0.0234559997916221,0.0210079999640584,0.0211519999429583,0.0010121057649969,20,0.0256639998406171,0.0286079999059438,0.0263488000258803,0.0262879999354481,0.0006170607957131,20,,,,,,,0.0500160008668899,0.0515520013868808,0.0507664000615477,0.0507199987769126,0.0004265102228091,20,0.0074880002066493,0.0082240002229809,0.0076623999979346,0.0076319999061524,0.0001661151395043,20,0.0370559990406036,0.0387200005352497,0.0377583999186754,0.0376639999449253,0.0004671865261104,20,32,32,4096,11008,32000,True,False,False,16,2,4096,11008,generic,False,,,CUDA_EVENT,FP16,none,generic
