time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.006920000072568655,0.010320000350475311,0.008104000054299832,0.007960000075399876,0.0012022912508645647,5,0.017000000923871994,0.024639999493956566,0.01971200034022331,0.019039999693632126,0.0025852995215446097,5,0.18031999468803406,0.21352000534534454,0.1969923973083496,0.2011609971523285,0.011964097542772641,5,0.005119999870657921,0.006279999855905771,0.005839999951422215,0.005840000230818987,0.0004315553152548617,5,0.005799999926239252,0.009359999559819698,0.00703999986872077,0.00687999976798892,0.001275742741666,5,2880,64,8,16,8,9216,1,160,0,True,TORCH_SDPA,False,even,[160],160,160,160,160.0,160,0.0,0.0,0.0,False,0,160,160,BF16,CUDA_EVENT,generic,generic,none
0.006039999891072512,0.00848000030964613,0.007096000015735626,0.007040000054985285,0.0007982381969547765,5,0.01844000071287155,0.024879999458789825,0.02032800018787384,0.019600000232458115,0.0023192271014727864,5,0.18559999763965607,0.20600000023841858,0.1937283992767334,0.18828099966049194,0.00874460995726284,5,0.004840000066906214,0.006120000034570694,0.005632000043988228,0.005679999943822622,0.00044282729541180593,5,0.005080000031739473,0.007439999841153622,0.006071999948471784,0.006120000034570694,0.0007909082782470246,5,2880,64,8,16,8,9216,1,416,0,True,TORCH_SDPA,False,even,[416],416,416,416,416.0,416,0.0,0.0,0.0,False,0,416,416,BF16,CUDA_EVENT,generic,generic,none
0.006279999855905771,0.007280000019818544,0.006887999922037124,0.00687999976798892,0.00035453634550655476,5,0.018200000748038292,0.024119999259710312,0.0200399998575449,0.019360000267624855,0.002111605702688724,5,0.1786399930715561,0.21695999801158905,0.18911219835281373,0.18435999751091003,0.014116787673275781,5,0.005119999870657921,0.007639999967068434,0.005840199906378985,0.005239999853074551,0.0009541825119567871,5,0.004559999797493219,0.006240000016987324,0.005679999943822622,0.005919999908655882,0.0006134493081175397,5,2880,64,8,16,8,9216,1,672,0,True,TORCH_SDPA,False,even,[672],672,672,672,672.0,672,0.0,0.0,0.0,False,0,672,672,BF16,CUDA_EVENT,generic,generic,none
0.00443999981507659,0.008081000298261642,0.005352200008928776,0.004639999940991402,0.0013821967226764912,5,0.012919999659061432,0.026040000841021538,0.018128000013530255,0.01868000067770481,0.0047558237923177185,5,0.19728000462055206,0.2345999926328659,0.21041639745235444,0.20827999711036682,0.013076143329253973,5,0.004559999797493219,0.004600000102072954,0.004567999858409166,0.004559999797493219,1.600012183189392e-05,5,0.004600000102072954,0.004639999940991402,0.004624000005424023,0.004639999940991402,1.95958390287433e-05,5,2880,64,8,16,8,9216,1,928,0,True,TORCH_SDPA,False,even,[928],928,928,928,928.0,928,0.0,0.0,0.0,False,0,928,928,BF16,CUDA_EVENT,generic,generic,none
0.005799999926239252,0.015599999576807022,0.008463999815285205,0.007319999858736992,0.003656936295600303,5,0.017720000818371773,0.07608000189065933,0.031504000350832936,0.02143999934196472,0.022397066233287473,5,0.19179999828338623,0.2492000013589859,0.21324039995670319,0.20364099740982056,0.022249413686304377,5,0.00431999983265996,0.00687999976798892,0.005671999882906675,0.005799999926239252,0.0009710694576298299,5,0.004360000137239695,0.007840000092983246,0.006200000084936619,0.005880000069737434,0.0011986659400791556,5,2880,64,8,16,8,9216,1,192,0,True,TORCH_SDPA,False,even,[192],192,192,192,192.0,192,0.0,0.0,0.0,False,0,192,192,BF16,CUDA_EVENT,generic,generic,none
0.004519999958574772,0.007679999805986881,0.005295999906957149,0.004559999797493219,0.001215526197805118,5,0.012600000016391277,0.021640000864863396,0.014928000047802925,0.013039999641478062,0.0034113602357918158,5,0.20244100689888,0.27396100759506226,0.2207126021385193,0.20264099538326263,0.027676764580822605,5,0.004559999797493219,0.004639999940991402,0.004583999887108803,0.004559999797493219,3.2000080682464336e-05,5,0.004519999958574772,0.005160000175237656,0.00470399996265769,0.004600000102072954,0.0002340599165668726,5,2880,64,8,16,8,9216,1,1344,0,True,TORCH_SDPA,False,even,[1344],1344,1344,1344,1344.0,1344,0.0,0.0,0.0,False,0,1344,1344,BF16,CUDA_EVENT,generic,generic,none
0.004279999993741512,0.008080000057816505,0.0064881999045610424,0.007079999893903732,0.0013698397595163256,5,0.018200000748038292,0.02287999913096428,0.01982400007545948,0.019440000876784325,0.0015961147595237866,5,0.1908400058746338,0.22567999362945557,0.20884020030498504,0.2083200067281723,0.013734242027158117,5,0.006320000160485506,0.0075599998235702515,0.006839999929070473,0.006800000090152025,0.0004079214708742494,5,0.0055599999614059925,0.005799999926239252,0.005735999904572964,0.005799999926239252,9.329522197119066e-05,5,2880,64,8,16,8,9216,1,448,0,True,TORCH_SDPA,False,even,[448],448,448,448,448.0,448,0.0,0.0,0.0,False,0,448,448,BF16,CUDA_EVENT,generic,generic,none
0.006440000142902136,0.009359999559819698,0.007679999899119138,0.007400000002235174,0.0010706257586457256,5,0.01860000006854534,0.03328000009059906,0.022007999941706657,0.019039999693632126,0.005670042075889472,5,0.17520000040531158,0.21772000193595886,0.19321640133857726,0.18580099940299988,0.016368158388042012,5,0.005040000192821026,0.0061599998734891415,0.005831999983638525,0.006039999891072512,0.0004058767122286214,5,0.004559999797493219,0.0063599999994039536,0.005816000048071146,0.0060800001956522465,0.0006398000834401495,5,2880,64,8,16,8,9216,1,128,0,True,TORCH_SDPA,False,even,[128],128,128,128,128.0,128,0.0,0.0,0.0,False,0,128,128,BF16,CUDA_EVENT,generic,generic,none
0.00443999981507659,0.005080000031739473,0.004592000041157007,0.004480000119656324,0.0002444913114143169,5,0.014800000004470348,0.015960000455379486,0.015216000005602836,0.015039999969303608,0.00041615395725673135,5,0.3160400092601776,0.39580100774765015,0.3329766035079956,0.31775999069213867,0.031424524481826394,5,0.004399999976158142,0.004639999940991402,0.004519999958574772,0.004519999958574772,7.999995723372159e-05,5,0.00443999981507659,0.004600000102072954,0.004479999933391809,0.00443999981507659,6.196784469260271e-05,5,2880,64,8,16,8,9216,1,1856,0,True,TORCH_SDPA,False,even,[1856],1856,1856,1856,1856.0,1856,0.0,0.0,0.0,False,0,1856,1856,BF16,CUDA_EVENT,generic,generic,none
0.004399999976158142,0.011680000461637974,0.007352000009268523,0.006839999929070473,0.002376471524223999,5,0.019200000911951065,0.03739999979734421,0.023871999979019166,0.020239999517798424,0.006862647704000297,5,0.18639999628067017,0.23904100060462952,0.2077043980360031,0.19976000487804413,0.019945378914351747,5,0.005040000192821026,0.006479999981820583,0.005783999990671873,0.005880000069737434,0.0004689391751178929,5,0.00535999983549118,0.007000000216066837,0.006343999970704317,0.006399999838322401,0.0005733272569658482,5,2880,64,8,16,8,9216,1,384,0,True,TORCH_SDPA,False,even,[384],384,384,384,384.0,384,0.0,0.0,0.0,False,0,384,384,BF16,CUDA_EVENT,generic,generic,none
