time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.emb.count,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.input_layernorm.count,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_pre_proj.count,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_rope.count,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.attn_post_proj.count,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.post_attention_layernorm.count,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,use_qk_norm,attn_output_gate,num_tokens,num_tensor_parallel_workers,padded_n_embd,padded_n_expanded_embd,model_arch,is_step2_mini,share_expert_dim,share_q_dim,measurement_type,profiling_precision,quant_signature,model_architecture_profile
0.0159360002726316,0.0255040004849433,0.0194255999755114,0.0192160001024603,0.0028183894350931,40.0,0.0160959996283054,0.0181440003216266,0.016705600079149,0.0166400000452995,0.0004735000403387,20.0,0.1047680005431175,0.2122880071401596,0.1142208009958267,0.1081280000507831,0.0227418013949426,20,0.0190719999372959,0.0228160005062818,0.0204992001876235,0.0201920000836253,0.0009593278416519,20,0.0274240002036094,0.0304639991372823,0.0285983999259769,0.0284640006721019,0.0006705583967275,20,0.0158399995416402,0.0173119995743036,0.0165119999088346,0.01655999943614,0.0004805331674834,20.0,32,4,2048,768,151936,True,True,False,128,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.0161920003592968,0.0244479998946189,0.0195111999288201,0.0192160001024603,0.0026377201930978,40.0,0.015744000673294,0.0216959994286298,0.0166959998197853,0.016495999880135,0.0012100008095511,20.0,0.1026239991188049,0.1184000000357627,0.1078640010207891,0.1068800017237663,0.0036110529254508,20,0.019455999135971,0.0224319994449615,0.020427200011909,0.0201440006494522,0.0007861374242823,20,0.0290879998356103,0.0370239987969398,0.0302303998731076,0.0298560000956058,0.0016652025221604,20,0.0160639993846416,0.0170879997313022,0.0165583998896181,0.0165279991924762,0.0002645522801951,20.0,32,4,2048,768,151936,True,True,False,64,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.016160000115633,0.0278719998896121,0.019703999813646,0.0205759992823004,0.0030643048985983,40.0,0.0161920003592968,0.0182719994336366,0.0168736001476645,0.0168960001319646,0.0004715086595822,20.0,0.1036479994654655,0.1344639956951141,0.1107407998293638,0.1078720018267631,0.0077643450202382,20,0.0188159998506307,0.0216000005602836,0.0200752002187073,0.019952000118792,0.0007229645679471,20,0.0283519998192787,0.032575998455286,0.0296255999244749,0.029424000531435,0.0009085742675658,20,0.0154560003429651,0.0176960006356239,0.0164063999429345,0.01643200032413,0.0004834119262986,20.0,32,4,2048,768,151936,True,True,False,32,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.0164800006896257,0.0242560002952814,0.0199311999138444,0.0199200008064508,0.0032308794189219,40.0,0.0153919998556375,0.0171840004622936,0.0160832000896334,0.0159679995849728,0.0004715415544066,20.0,0.1031360030174255,0.1187200024724006,0.1074512001127004,0.1061760000884532,0.0040061428003121,20,0.0190719999372959,0.0221759993582963,0.0200864000245928,0.019952000118792,0.0007603685903821,20,0.0280000008642673,0.0304000005125999,0.0289167999289929,0.0288159996271133,0.0005319393130655,20,0.0157120004296302,0.0267840009182691,0.0173072000034153,0.01655999943614,0.0024415450944511,20.0,32,4,2048,768,151936,True,True,False,16,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.0143999997526407,0.0198720004409551,0.0167176000541076,0.0163360000587999,0.0019380602752087,40.0,0.0159040000289678,0.0202239993959665,0.0166992000304162,0.01643200032413,0.0008978422749696,20.0,0.1036799997091293,0.116576001048088,0.1077328000217676,0.1067840009927749,0.0032240101436864,20,0.0189120005816221,0.0212799999862909,0.0199536002241075,0.0200960002839565,0.0006151557212193,20,0.0280000008642673,0.0303360000252723,0.029051199927926,0.0291039999574422,0.0005553888864623,20,0.0154560003429651,0.018368000164628,0.0163024000823497,0.0162240006029605,0.0005999018482036,20.0,32,4,2048,768,151936,True,True,False,8,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.0142400003969669,0.0195840001106262,0.0166656000772491,0.0174719998612999,0.0018153083723024,40.0,0.0153919998556375,0.0183039996773004,0.0164784000255167,0.01643200032413,0.0005574318391457,20.0,0.1037440001964569,0.1184960007667541,0.1082511994987726,0.10631999745965,0.0039892887249868,20,0.0193920005112886,0.021663999184966,0.0204208001494407,0.0205119997262954,0.0006668200592814,20,0.0283199995756149,0.0303360000252723,0.0292256000451743,0.0292159998789429,0.0005713679997847,20,0.0159040000289678,0.0224319994449615,0.0168095999397337,0.0164799997583031,0.0013282928550849,20.0,32,4,2048,768,151936,True,True,False,4,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.013663999736309,0.0191040001809597,0.015768799977377,0.0157280000858008,0.00162553211009,40.0,0.0160000007599592,0.0175359994173049,0.0165327999740839,0.01655999943614,0.000423716043561,20.0,0.1041920036077499,0.1183039993047714,0.1075599994510412,0.1067840009927749,0.0035134757382036,20,0.0190719999372959,0.026240000501275,0.0200992001220583,0.0198240000754594,0.0015103492751104,20,0.0282240007072687,0.029823999851942,0.0290688000619411,0.0291200000792741,0.0004488450047507,20,0.0155520001426339,0.0190719999372959,0.0163392000831663,0.0162400007247924,0.000743709179173,20.0,32,4,2048,768,151936,True,True,False,2,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
0.013600000180304,0.0214399993419647,0.0160504000494256,0.0160159999504685,0.0019474686695198,40.0,0.0158079992979764,0.0174080003052949,0.0163856000639498,0.0163360005244612,0.0004523757388446,20.0,0.0857599973678588,0.1033279970288276,0.0913503997027874,0.0897760018706321,0.0049969624156301,20,0.0185599997639656,0.0243839994072914,0.020003200136125,0.0196640007197856,0.0013179921556837,20,0.0275839995592832,0.0335999988019466,0.028728000074625,0.0283200005069375,0.001282392465563,20,0.0156479999423027,0.0195199996232986,0.0166000001132488,0.0163519997149705,0.0008717209589976,20.0,32,4,2048,768,151936,True,True,False,1,1,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
,,,,,,,,,,,,0.1125440001487732,0.1368640065193176,0.1195600003004074,0.1171679981052875,0.0062632256426597,20,0.0205439999699592,0.0235200002789497,0.0215935999527573,0.0214879997074604,0.000765636259772,20,0.0247360002249479,0.0281279999762773,0.0261327999643981,0.0260799992829561,0.0007974534831687,20,,,,,,,32,4,2048,768,151936,True,True,False,128,2,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
,,,,,,,,,,,,0.1113279983401298,0.1286399960517883,0.117816000059247,0.1174400001764297,0.0040220690506769,20,0.0202559996396303,0.0281279999762773,0.0218543999828398,0.0214400002732872,0.0015936023913991,20,0.0248000007122755,0.0268159992992877,0.0257808003574609,0.0256479997187852,0.0005212439004215,20,,,,,,,32,4,2048,768,151936,True,True,False,64,2,2048,768,generic,False,,,CUDA_EVENT,BF16,none,generic
