time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,model_arch,quant_signature,measurement_type,is_true_mixed_batch,model_architecture_profile
0.009855999611318111,0.011552000418305397,0.010598399862647056,0.010463999584317207,0.0005477146723658174,5,0.021088000386953354,0.023423999547958374,0.021836800128221513,0.021215999498963356,0.0009113201985384696,5,0.045471999794244766,0.06745599955320358,0.05207679942250252,0.048767998814582825,0.008065945391506377,5,0.006943999789655209,0.007391999941319227,0.007059199828654527,0.007007999811321497,0.00016884365342548785,5,0.00863999966531992,0.010048000141978264,0.009241599962115288,0.009184000082314014,0.00048462853004463435,5,2048,32,4,16,1,128,1,64,0,True,FLASHINFER,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,False,0,64,64,BF16,generic,none,CUDA_EVENT,False,generic
0.010111999697983265,0.012000000104308128,0.010624000057578086,0.010304000228643417,0.0006955125241323969,5,0.01974399946630001,0.022495999932289124,0.02074880003929138,0.02038400061428547,0.0009361518129717917,5,0.04464000090956688,0.05353600159287453,0.04768000021576881,0.046751998364925385,0.00304508260350497,5,0.007007999811321497,0.0074880002066493034,0.007219200022518635,0.007199999876320362,0.00018393750124710742,5,0.008799999952316284,0.009727999567985535,0.009292799793183804,0.009375999681651592,0.00032858858268977094,5,2048,32,4,16,1,128,1,64,64,True,FLASHINFER,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,True,64,128,128,BF16,generic,none,CUDA_EVENT,False,generic
0.010208000428974628,0.01152000017464161,0.010579200088977813,0.010400000028312206,0.00047833309940169776,5,0.020320000126957893,0.022431999444961548,0.021164799854159356,0.021023999899625778,0.0007708214022688237,5,0.045471999794244766,0.06300800293684006,0.050067201256752014,0.04668800160288811,0.0066441010808747395,5,0.006752000190317631,0.007360000163316727,0.007033600099384784,0.007040000054985285,0.00019454315562135053,5,0.008511999621987343,0.009664000011980534,0.009068799950182439,0.009088000282645226,0.0003718615926516246,5,2048,32,4,16,1,128,1,32,0,True,FLASHINFER,False,even,[32],32,32,32,32.0,32,0.0,0.0,0.0,False,0,32,32,BF16,generic,none,CUDA_EVENT,False,generic
0.010400000028312206,0.01142400037497282,0.010745600052177905,0.01065600011497736,0.00035656686729305926,5,0.02067199908196926,0.022784000262618065,0.02129279971122742,0.020959999412298203,0.0007740035285322353,5,0.044704001396894455,0.052032001316547394,0.04716800078749657,0.04639999940991402,0.0025568782358710786,5,0.006943999789655209,0.007615999784320593,0.007129599899053573,0.007040000054985285,0.0002457132859440151,5,0.008960000239312649,0.00940799992531538,0.009235200099647045,0.009312000125646591,0.00015492751378695958,5,2048,32,4,16,1,128,1,64,0,True,FLASHINFER,False,even,[64],64,64,64,64.0,64,0.0,0.0,0.0,False,0,64,64,BF16,generic,none,CUDA_EVENT,False,generic
0.0098879998549819,0.011136000044643879,0.010303999856114387,0.010239999741315842,0.00045749935981248275,5,0.02038400061428547,0.029823999851942062,0.02253439985215664,0.02067199908196926,0.0036552573179849256,5,0.045951999723911285,0.05056000128388405,0.04734079986810684,0.04678399860858917,0.0016468787423893475,5,0.006591999903321266,0.007584000006318092,0.007014399953186512,0.007104000076651573,0.00036169913492529944,5,0.008799999952316284,0.009344000369310379,0.008972799964249134,0.008927999995648861,0.000199942536899338,5,2048,32,4,16,1,128,1,96,0,True,FLASHINFER,False,even,[96],96,96,96,96.0,96,0.0,0.0,0.0,False,0,96,96,BF16,generic,none,CUDA_EVENT,False,generic
0.01027199998497963,0.011839999817311764,0.010681599751114846,0.010463999584317207,0.0005849614262637748,5,0.020479999482631683,0.02208000048995018,0.021024000272154807,0.020767999812960625,0.0005727913021202289,5,0.0066559999249875546,0.007424000184983015,0.00684799998998642,0.006719999946653843,0.00029188500763885757,5,0.036607999354600906,0.04150399938225746,0.038470400124788286,0.038336001336574554,0.0016509519497042316,5,0.008383999578654766,0.00940799992531538,0.008908799849450588,0.008927999995648861,0.0004371720048763064,5,2048,32,4,16,1,128,1,0,1,False,FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,generic
0.010143999941647053,0.01196799986064434,0.010694400034844875,0.010495999827980995,0.0006683021443635585,5,0.019487999379634857,0.022431999444961548,0.0209343995898962,0.021056000143289566,0.0009991791294635672,5,0.006688000168651342,0.007552000228315592,0.007078400067985058,0.007104000076651573,0.00033708019420650214,5,0.037087999284267426,0.042047999799251556,0.038764800131320956,0.038176000118255615,0.0017027608695277016,5,0.008960000239312649,0.009727999567985535,0.009171199798583985,0.00902399979531765,0.00028593021699880184,5,2048,32,4,16,1,128,2,0,1,False,FLASHINFER,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,generic
0.010080000385642052,0.011359999887645245,0.010451200231909753,0.010304000228643417,0.00046177656203081924,5,0.020128000527620316,0.022336000576615334,0.020735999941825865,0.020479999482631683,0.0008113122801146392,5,0.006527999881654978,0.007615999784320593,0.007007999904453754,0.00687999976798892,0.0003715308282889111,5,0.036639999598264694,0.04281599819660187,0.03854719996452331,0.037696000188589096,0.0022053170631067616,5,0.00848000030964613,0.009375999681651592,0.00894719995558262,0.008927999995648861,0.0003323070706390297,5,2048,32,4,16,1,128,4,0,1,False,FLASHINFER,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,generic
0.010528000071644783,0.028095999732613564,0.01436800006777048,0.010944000445306301,0.006876203449421377,5,0.020287999883294106,0.03129599988460541,0.02292479984462261,0.02070399932563305,0.0042133490039221845,5,0.006719999946653843,0.0074880002066493034,0.007052800059318543,0.007104000076651573,0.0002704710330674361,5,0.03580800071358681,0.03999999910593033,0.0377920001745224,0.037856001406908035,0.001362914021176878,5,0.009056000038981438,0.009503999724984169,0.009190399944782258,0.009119999594986439,0.00016738164790081173,5,2048,32,4,16,1,128,8,0,1,False,FLASHINFER,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,generic
0.010367999784648418,0.011744000017642975,0.010771199874579907,0.010463999584317207,0.0005098355724729343,5,0.020031999796628952,0.022655999287962914,0.020742399618029594,0.020255999639630318,0.0009863890826171458,5,0.006752000190317631,0.007424000184983015,0.007007999997586012,0.006912000011652708,0.00023164114152859238,5,0.03612799942493439,0.04224000126123428,0.038355199992656706,0.03699199855327606,0.0022537275199009613,5,0.008736000396311283,0.009535999968647957,0.00902400016784668,0.008960000239312649,0.00027823430278338016,5,2048,32,4,16,1,128,1,0,8,False,FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,generic
