time_stats.moe_gating_linear.min,time_stats.moe_gating_linear.max,time_stats.moe_gating_linear.mean,time_stats.moe_gating_linear.median,time_stats.moe_gating_linear.std,time_stats.moe_gating_linear.count,time_stats.moe_gating_routing_topk.min,time_stats.moe_gating_routing_topk.max,time_stats.moe_gating_routing_topk.mean,time_stats.moe_gating_routing_topk.median,time_stats.moe_gating_routing_topk.std,time_stats.moe_gating_routing_topk.count,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_shuffling.count,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,routing_runtime_path,routing_assignment_policy,routing_weight_policy,routing_uses_router_logits,gating_runtime_context,gating_runtime_context_impl,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers,total_routed_tokens,model_expansion_ratio,tokens_per_expert_avg,tokens_to_experts_ratio,expert_utilization,min_load_ratio,load_imbalance_cv,max_load_ratio,load_entropy,load_gini_coefficient,load_distribution,seed,moe_grouped_gemm_backend,measurement_type,profiling_precision,model_arch,quant_signature,model_architecture_profile
0.0254720002412796,0.0314560011029243,0.0268656000494956,0.0264480002224445,0.001593281230597,20,0.0814080014824867,0.1053119972348213,0.0855503998696804,0.0837440006434917,0.0051922344739526,20,0.0211839992552995,0.0259199999272823,0.0220063998363912,0.0217280006036162,0.0010850359452592,20,0.1222399994730949,0.1326079964637756,0.1255919933319091,0.1251520067453384,0.0026482644025236,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,1,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0255679991096258,0.0314560011029243,0.0265199999324977,0.0261119995266199,0.0013184964598346,20,0.0817919969558715,0.0886079967021942,0.0836495995521545,0.0831679999828338,0.0017432358001709,20,0.0210560001432895,0.0251839999109506,0.0218943999148905,0.0214879997074604,0.000997024747637,20,0.1207680031657219,0.1349119991064071,0.1244080066680908,0.1233280003070831,0.0034670671448111,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,2,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.025407999753952,0.0384959988296031,0.0277839999645948,0.0272800000384449,0.0027353331089631,20,0.0820159986615181,0.1010880023241043,0.0871376004070043,0.0853120014071464,0.0043352802738455,20,0.0206400007009506,0.0262720007449388,0.0218607999384403,0.0214719995856285,0.0012342329299746,20,0.1219839975237846,0.1353919953107834,0.1253760159015655,0.1243520006537437,0.0033909827470779,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,4,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0255040004849433,0.030944000929594,0.0278591999784111,0.0277599999681115,0.0015128727546595,20,0.0824000015854835,0.094368003308773,0.0866528004407882,0.0862880013883113,0.0032901688689816,20,0.0209599994122982,0.0259840004146099,0.0220079999417066,0.0215840004384517,0.0011808770351268,20,0.1237760037183761,0.1407680064439773,0.1281072050333023,0.1270720064640045,0.0044872150756418,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,8,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0257280003279447,0.0354560017585754,0.0274624002166092,0.0270400000736117,0.0021744844391606,20,0.0784320011734962,0.1091519966721534,0.0814656000584364,0.079424001276493,0.0065977024423107,20,0.0219839997589588,0.0566399991512298,0.0256527999415993,0.0232959995046257,0.0076923318275552,20,0.1281280070543289,0.1445119976997375,0.1322607845067978,0.1307519972324371,0.0043349531479179,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,2,4096,448,True,1,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0258239991962909,0.0340799987316131,0.0272095999680459,0.0268160002306103,0.0017173327257789,20,0.07846400141716,0.1002880036830902,0.0813552007079124,0.0800159983336925,0.0046815060072033,20,0.0218880008906126,0.0260799992829561,0.0226111998781561,0.0222880002111196,0.000902059364972,20,0.1265600025653839,0.1432960033416748,0.1298415958881378,0.1288959980010986,0.0036058062687516,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,2,4096,448,True,2,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0256319995969533,0.034655999392271,0.0272991999052464,0.0268959999084472,0.0018556937175665,20,0.0783360004425048,0.0873600021004676,0.0802944000810384,0.0794080011546611,0.0019881922893266,20,0.0218560006469488,0.026367999613285,0.0227808000519871,0.0223519997671246,0.001052547018008,20,0.1286720037460327,0.1466239988803863,0.132027193903923,0.1304959952831268,0.0043973876163363,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,2,4096,448,True,4,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0256960000842809,0.0324480012059211,0.0270912000909447,0.0265440000221133,0.0014923601591261,20,0.0776960030198097,0.1020160019397735,0.0811151999980211,0.0799040012061595,0.00508337193318,20,0.021663999184966,0.0260480009019374,0.0225231999531388,0.0222399998456239,0.0009652804711605,20,0.130048006772995,0.1428799927234649,0.1336975991725921,0.1321280002593994,0.0035862755030393,1,16,16,1,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,standalone_legacy,none,2,4096,448,True,8,2,0.109375,0.125,0.125,0.125,0.0,2.6457513110645907,8.0,1.0000000005403131,0.875,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0255999993532896,0.0348480008542537,0.0277488000690937,0.026719999499619,0.0023870430682129,20,0.0806720033288002,0.1147520020604133,0.0859008003026247,0.0838239975273609,0.0070517099113371,20,0.033280000090599,0.0427200011909008,0.0350912000983953,0.0343200005590915,0.0022436862759824,20,0.1211839988827705,0.1491840034723281,0.1254543960094452,0.1231679990887641,0.006497767753899,1,16,2,8,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,1,0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
0.0248639993369579,0.0303680002689361,0.0262608000077307,0.0261279996484518,0.0010948620358796,20,0.0813120007514953,0.0947519987821579,0.0841248001903295,0.082736000418663,0.0037778555641693,20,0.032320000231266,0.0379519984126091,0.0335680000483989,0.0332159996032714,0.001233100644916,20,0.1217280030250549,0.1344960033893585,0.1247167959809303,0.1238719969987869,0.0030966105405241,1,16,2,8,uniform_topk,round_robin_uniform,uniform_1_over_topk,False,prefill_hot,ffn_like_prefix_20x,2,4096,448,True,2,0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,0,vllm_fused,CUDA_EVENT,BF16,generic,none,generic
