arrived_at,num_prefill_tokens,num_decode_tokens
0.0,4096,1024
0.0812080018222332,4096,1024
0.2414169437251985,4096,1024
0.3220214080065489,4096,1024
0.7873845058493316,4096,1024
1.0252374149858952,4096,1024
1.0254382868297398,4096,1024
1.3472120929509401,4096,1024
3.225230475887656,4096,1024
5.327490504831076,4096,1024
5.567584719043225,4096,1024
6.580636147875339,4096,1024
7.597669840790331,4096,1024
7.760623968672007,4096,1024
8.466948819812387,4096,1024
9.09218275686726,4096,1024
9.255181189626455,4096,1024
9.255378886591643,4096,1024
9.958455046638846,4096,1024
11.057814959902316,4096,1024
11.143029649741948,4096,1024
11.304884168785065,4096,1024
11.389505930710584,4096,1024
12.26094877999276,4096,1024
12.42550987098366,4096,1024
14.220737189985812,4096,1024
14.220921248663217,4096,1024
15.246672202832997,4096,1024
16.10937092266977,4096,1024
16.27402257360518,4096,1024
17.065224688034505,4096,1024
17.14978284575045,4096,1024
19.02021131804213,4096,1024
19.652817153837532,4096,1024
20.04967750888318,4096,1024
20.289516620803624,4096,1024
21.159995527006686,4096,1024
21.32403200864792,4096,1024
21.41000619903207,4096,1024
21.495400502812117,4096,1024
21.658997024875134,4096,1024
21.823593401815742,4096,1024
21.82378856977448,4096,1024
21.990774392616004,4096,1024
23.40245810803026,4096,1024
23.564494357910007,4096,1024
23.886900062672794,4096,1024
24.52224945789203,4096,1024
25.548051323741674,4096,1024
26.030154190026224,4096,1024
26.434187446720898,4096,1024
26.75579770281911,4096,1024
27.233195472043008,4096,1024
27.31681298278272,4096,1024
27.483373458962888,4096,1024
27.807055647019297,4096,1024
27.894748417660594,4096,1024
28.76972672669217,4096,1024
28.856069329660386,4096,1024
29.334866476710886,4096,1024
29.815710465889424,4096,1024
30.14096367591992,4096,1024
30.228308736812323,4096,1024
30.313561360817403,4096,1024
30.87400379171595,4096,1024
31.279928566887975,4096,1024
31.925838568713516,4096,1024
31.9262375398539,4096,1024
32.88066070480272,4096,1024
34.23604416800663,4096,1024
34.559108103625476,4096,1024
34.64260998181999,4096,1024
34.64261838980019,4096,1024
34.64276234386489,4096,1024
34.931355414912105,4096,1024
35.33701472589746,4096,1024
35.337173437699676,4096,1024
37.73320548888296,4096,1024
38.45120415976271,4096,1024
38.85182802192867,4096,1024
39.885781466029584,4096,1024
40.60967529891059,4096,1024
40.77526611974463,4096,1024
40.86040004063398,4096,1024
40.860567569732666,4096,1024
40.860576182603836,4096,1024
41.150348039809614,4096,1024
41.394421389792114,4096,1024
41.638582658953965,4096,1024
41.959356531035155,4096,1024
42.20123337069526,4096,1024
42.28537221578881,4096,1024
42.52750518685207,4096,1024
42.52769372193143,4096,1024
42.93311013560742,4096,1024
43.175957158673555,4096,1024
43.26195812597871,4096,1024
44.69870151299983,4096,1024
45.97971477592364,4096,1024
47.156283407937735,4096,1024
