op,P_ms,S_ms,V_tp0_ms,V_rank_min_ms,V_rank_max_ms,P_minus_S_ms,P_minus_S_pct,S_minus_V_ms,S_minus_V_pct,P_minus_V_ms,P_minus_V_pct,S_repeat_min_ms,S_repeat_max_ms,S_source_json,V_source
attn_pre_proj,6.584063887596129,7.013888120651245,3.8700160086154938,3.7734720036387444,3.8700160086154938,-0.4298242330551165,-6.128187756368241,3.1438721120357513,81.23666943590959,2.714047878980635,70.1301460494886,6.890496253967285,7.099392056465149,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/attention/first_batch_compute.json
attn_rope,1.5521280169486993,1.5969280004501343,0.9396480042487383,0.9396480042487383,0.9535360001027584,-0.04479998350143499,-2.8053853078414903,0.657279996201396,69.94959742684715,0.612480012699961,65.18185638989861,1.5759360194206238,1.626624047756195,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/attention/first_batch_compute.json
attn_post_proj,2.2456320226192465,2.2853119671344757,1.4548159968107939,1.440831996500492,1.5467199981212616,-0.03967994451522916,-1.7363031868678935,0.8304959703236818,57.085980092621426,0.7908160258084527,54.3584912141506,2.268671929836273,2.2970879673957825,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/attention/first_batch_compute.json
input_layernorm,1.0851840376853905,1.11667200922966,0.9694400019943714,0.968191996216774,0.9765120055526495,-0.03148797154426952,-2.8198048562166123,0.14723200723528862,15.187325356122816,0.1157440356910191,11.939267561984824,1.1143679916858673,1.1189760267734528,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/detail/first_batch_compute.json
post_attention_layernorm,1.0613759905099824,1.0731519907712936,0.9519999977201223,0.9466240052133799,0.9606720004230738,-0.011776000261311204,-1.0973282780613047,0.1211519930511713,12.726049720725797,0.1093759927898601,11.489074900398833,1.0659839808940887,1.0775039792060852,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/detail/first_batch_compute.json
attn_prefill,7.026431679725644,6.955008029937744,5.734943963587284,5.635999999940395,8.420703992247581,0.07142364978790017,1.0269384230824352,1.22006406635046,21.274210769921687,1.2914877161383602,22.51962223760802,6.884352207183838,7.0164477825164795,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/attention/first_batch_compute.json
attn_kv_cache_save,0.8071679770946496,0.6865919977426529,0.5655039995908737,0.5641280030831695,0.6458560032770038,0.12057597935199671,17.561518303216637,0.12108799815177917,21.4124034912897,0.24166397750377588,42.73426495278778,0.5852159857749939,0.8832000195980072,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-linear-attention-comparison.json,task_memory/task_2026-09-07_issue26_ttft_h200/analysis/d019-compute-results/attention/first_batch_compute.json
