time_stats.moe_gating_linear.min,time_stats.moe_gating_linear.max,time_stats.moe_gating_linear.mean,time_stats.moe_gating_linear.median,time_stats.moe_gating_linear.std,time_stats.moe_gating_routing_topk.min,time_stats.moe_gating_routing_topk.max,time_stats.moe_gating_routing_topk.mean,time_stats.moe_gating_routing_topk.median,time_stats.moe_gating_routing_topk.std,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers,total_routed_tokens,model_expansion_ratio,tokens_per_expert_avg,tokens_to_experts_ratio,expert_utilization,min_load_ratio,load_imbalance_cv,max_load_ratio,load_entropy,load_gini_coefficient,load_distribution,moe_grouped_gemm_backend,measurement_type,profiling_precision,model_arch,quant_signature
0.0408959984779357,0.0590079985558986,0.0451999999582767,0.04377599991858,0.0045474745339403,0.0688320025801658,0.0883840024471283,0.0747680008411407,0.0717759989202022,0.0059324022281151,0.0405439995229244,0.0502079986035823,0.043313599564135,0.0426080003380775,0.0027589765875296,0.17603200674057,0.2013120055198669,0.1827215850353241,0.178847998380661,0.0072637177072465,1,512,512,1,10,2048,512,True,1,10,0.25,0.01953125,0.01953125,0.01953125,0.0,7.08519583356734,51.2,3.321928114401022,0.98046875,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0411200001835823,0.0555519983172416,0.0436640001833438,0.043088000267744,0.0030333145310532,0.0696320012211799,0.0793920010328292,0.0718607999384403,0.0711999982595443,0.0024826161349791,0.0412160009145736,0.0467200018465518,0.042315200343728,0.0420319996774196,0.0011714918841219,0.17289599776268,0.1967999935150146,0.1789295971393585,0.1756799966096878,0.0068043819628655,1,512,512,1,10,2048,512,True,2,10,0.25,0.01953125,0.01953125,0.01953125,0.0,7.08519583356734,51.2,3.321928114401022,0.98046875,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0441280007362365,0.0582400001585483,0.0465455994009971,0.0448159985244274,0.0034791887482777,0.069023996591568,0.0842240005731582,0.0728767998516559,0.0712319985032081,0.0039422057125329,0.0409919992089271,0.0554240010678768,0.0436559997498989,0.042255999520421,0.0038414649136358,0.2014079988002777,0.2300480008125305,0.207254409790039,0.2045760005712509,0.0065585188567638,2,512,512,1,10,2048,512,True,1,20,0.25,0.0390625,0.0390625,0.0390625,0.0,4.959838707054898,25.6,4.321928114036756,0.9609375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0446400009095668,0.0573760010302066,0.0473440000787377,0.0463679991662502,0.002955447333911,0.0703679993748664,0.0820479989051818,0.0726032000035047,0.0717119984328746,0.0026435420945155,0.0421120002865791,0.0569600015878677,0.0439712001010775,0.0429759994149208,0.0031985262305955,0.2017920017242431,0.2321600019931793,0.2082335948944091,0.204704001545906,0.0080495122820138,2,512,512,1,10,2048,512,True,1,20,0.25,0.0390625,0.0390625,0.0390625,0.0,4.959838707054898,25.6,4.321928114036757,0.9609375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0450560003519058,0.0551679991185665,0.0482303999364376,0.0467199999839067,0.0031795763319203,0.0698240026831626,0.094368003308773,0.0747248008847236,0.0723039992153644,0.0063711771253364,0.0417600013315677,0.0547519996762275,0.0433104002848267,0.0424799993634223,0.0028061914014576,0.1925120055675506,0.218528002500534,0.197075217962265,0.1950079947710037,0.0059120012447237,2,512,512,1,10,2048,512,True,2,20,0.25,0.0390625,0.0390625,0.0390625,0.0,4.959838707054898,25.6,4.321928114036756,0.9609375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0447679981589317,0.0546879991888999,0.0467407999560236,0.0457920003682374,0.0025152341560111,0.0698560029268264,0.0896959975361824,0.0733856003731489,0.0714560002088546,0.0051085173932166,0.0410559996962547,0.0469119995832443,0.0431327994912862,0.0428319983184337,0.0014675726417356,0.1927679926156997,0.2171200066804886,0.1989823877811432,0.1967680007219314,0.0069153741933405,2,512,512,1,10,2048,512,True,2,20,0.25,0.0390625,0.0390625,0.0390625,0.0,4.959838707054898,25.6,4.321928114036757,0.9609375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0434879995882511,0.0544640012085437,0.045249599777162,0.0447840001434087,0.0023271171383518,0.0690559968352317,0.0784960016608238,0.0706976003944873,0.0702719986438751,0.0018992237657592,0.0411200001835823,0.045728001743555,0.0427280001342296,0.0424319989979267,0.0011576253739075,0.236512005329132,0.2486719936132431,0.2395519912242889,0.238207995891571,0.0038216947577893,4,512,512,1,10,2048,512,True,1,40,0.25,0.078125,0.078125,0.076171875,0.0,3.5270384177096794,25.6,5.27192811336365,0.92568359375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0488319993019104,0.0624959990382194,0.051660799793899,0.0501919984817504,0.0033883058667038,0.0778239965438842,0.1004479974508285,0.0817135997116565,0.079584002494812,0.0052500329767304,0.0459519997239112,0.053056001663208,0.0477120000869035,0.0471680015325546,0.0016262173099556,0.2377600073814392,0.2532800137996673,0.2425679862499237,0.2404160052537918,0.0045979414135217,4,512,512,1,10,2048,512,True,1,40,0.25,0.078125,0.078125,0.076171875,0.0,3.5270384177096794,25.6,5.271928113363651,0.92568359375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0447360016405582,0.0580159984529018,0.0478943997994065,0.0463679991662502,0.0036894358837828,0.0696320012211799,0.1700160056352615,0.0773648004978895,0.0714560002088546,0.0214671249563499,0.0419199988245964,0.0468159988522529,0.0432943997904658,0.0428639985620975,0.0013559649661565,0.2025279998779297,0.2213120013475418,0.2064463794231414,0.2042880058288574,0.0047068740241229,4,512,512,1,10,2048,512,True,2,40,0.25,0.078125,0.078125,0.076171875,0.0,3.5270384177096794,25.6,5.27192811336365,0.92568359375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
0.0447040013968944,0.0546239987015724,0.0471632001921534,0.0462880004197359,0.0026344233517384,0.0700479969382286,0.0853440016508102,0.0727152001112699,0.0715680010616779,0.0034422591246368,0.041152000427246,0.0456000007688999,0.0425200000405311,0.0423200000077486,0.0012038071835877,0.2033600062131881,0.2184319943189621,0.2077647894620895,0.2065600007772445,0.0040312665514647,4,512,512,1,10,2048,512,True,2,40,0.25,0.078125,0.078125,0.076171875,0.0,3.5270384177096794,25.6,5.271928113363651,0.92568359375,uniform,vllm_fused,CUDA_EVENT,BF16,generic,none
