frontier_request_id,client_request_id,server_request_id,arrived_at_s,prefill_completed_at_s,completed_at_s,frontier_ttft_ms,official_server_ttft_ms,signed_gap_ms,absolute_error_ms,relative_error_percent
78,pf4096_dc1024:78,cmpl-pf4096_dc1024:78-0,38.37738796137273,38.48118086107206,96.95646645407287,103.7928996993287,88.26112747192383,15.531772227404872,15.531772227404872,17.5975230231968
79,pf4096_dc1024:79,cmpl-pf4096_dc1024:79-0,38.84794729948044,38.952854664714096,97.40105454738732,104.9073652336574,116.82367324829102,-11.916308014633614,11.916308014633614,10.20025109919914
80,pf4096_dc1024:80,cmpl-pf4096_dc1024:80-0,39.86174854636192,39.936898353172865,98.33749632582412,75.1498068109413,105.0572395324707,-29.907432721529403,29.907432721529403,28.467750394570118
81,pf4096_dc1024:81,cmpl-pf4096_dc1024:81-0,40.646120216697454,40.76353094615388,99.1113248912191,117.41072945642372,120.98860740661621,-3.5778779501924873,3.5778779501924873,2.957202357217009
82,pf4096_dc1024:82,cmpl-pf4096_dc1024:82-0,40.72988313622773,40.83488463135393,99.16640493858294,105.00149512620283,89.82229232788086,15.179202798321967,15.179202798321967,16.89914875798637
83,pf4096_dc1024:84,cmpl-pf4096_dc1024:84-0,40.81412912532687,40.93822068368797,99.22166556659776,124.0915583611013,122.99203872680664,1.0995196342946656,1.0995196342946656,0.8939762651930255
84,pf4096_dc1024:83,cmpl-pf4096_dc1024:83-0,40.81425747089088,40.93822068368797,99.22166556659776,123.96321279709355,125.97823143005371,-2.015018632960164,2.015018632960164,1.599497476735854
85,pf4096_dc1024:85,cmpl-pf4096_dc1024:85-0,40.907753428444266,41.00957682648789,99.27676485430588,101.82339804362073,182.2972297668457,-80.47383172322498,80.47383172322498,44.144297653973844
86,pf4096_dc1024:86,cmpl-pf4096_dc1024:86-0,41.150359120219946,41.255267956526154,99.49795167450888,104.90883630620829,126.74474716186523,-21.835910855656948,21.835910855656948,17.228257063600743
87,pf4096_dc1024:87,cmpl-pf4096_dc1024:87-0,41.38937918283045,41.50108787665431,99.71912838300709,111.70869382385717,132.09891319274902,-20.39021936889185,20.39021936889185,15.435569359408687
88,pf4096_dc1024:88,cmpl-pf4096_dc1024:88-0,41.62863013707101,41.746785560291755,99.94017780590461,118.1554232207418,101.5934944152832,16.561928805458592,16.561928805458592,16.302154877908304
89,pf4096_dc1024:89,cmpl-pf4096_dc1024:89-0,41.947196973487735,42.052645065726324,100.21648548852617,105.4480922385892,123.20923805236816,-17.761145813778967,17.761145813778967,14.415433529610716
90,pf4096_dc1024:90,cmpl-pf4096_dc1024:90-0,42.18624738045037,42.29978929581375,100.43747899922919,113.54191536338476,126.11865997314453,-12.576744609759771,12.576744609759771,9.97215210852846
91,pf4096_dc1024:91,cmpl-pf4096_dc1024:91-0,42.27025766856968,42.37127828421319,100.49272642748456,101.02061564351317,106.33659362792969,-5.31597798441652,5.31597798441652,4.999199055611143
92,pf4096_dc1024:92,cmpl-pf4096_dc1024:92-0,42.5110202729702,42.65096854780711,100.71523923393197,139.94827483691097,136.34848594665527,3.599788890255695,3.599788890255695,2.640138513649554
93,pf4096_dc1024:93,cmpl-pf4096_dc1024:93-0,42.51115705445409,42.65096854780711,100.71523923393197,139.81149335302234,112.92266845703125,26.888824895991092,26.888824895991092,23.811715808170696
94,pf4096_dc1024:94,cmpl-pf4096_dc1024:94-0,42.91489769332111,43.01527708750098,101.05360881051801,100.37939417986763,89.9958610534668,10.383533126400835,10.383533126400835,11.53778963260538
95,pf4096_dc1024:95,cmpl-pf4096_dc1024:95-0,43.153462655842304,43.26254962713972,101.2789738970494,109.0869712974154,115.47517776489258,-6.3882064674771755,6.3882064674771755,5.532103601073091
96,pf4096_dc1024:96,cmpl-pf4096_dc1024:96-0,43.23851102590561,43.333456562669426,101.33545292586386,94.94553676381656,129.1968822479248,-34.25134548410824,34.25134548410824,26.51096906377429
97,pf4096_dc1024:97,cmpl-pf4096_dc1024:97-0,44.71752535365522,44.80800167576797,102.71353177184078,90.47632211274959,116.35756492614746,-25.881242813397876,25.881242813397876,22.242853595144233
98,pf4096_dc1024:98,cmpl-pf4096_dc1024:98-0,45.967784812673926,46.048795299881704,103.86787826603499,81.01048720777726,115.70525169372559,-34.694764485948326,34.694764485948326,29.985470821831104
99,pf4096_dc1024:99,cmpl-pf4096_dc1024:99-0,47.14090869948268,47.25012376733753,104.95909645254737,109.2150678548478,144.68979835510254,-35.474730500254736,35.474730500254736,24.517782804003545
