Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_first_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,request_waiting_time_total,request_waiting_time_prefill,request_waiting_time_decode,request_waiting_time_decode_attn,request_waiting_time_decode_ffn,request_hidden_waiting_time,request_final_waiting_time,request_hidden_service_time,request_final_service_time,final_round_prefill_wait_ms,final_round_decode_wait_ms,final_round_prefill_service_ms,late_hidden_prefill_wait_ms,request_thinking_time,request_tool_call_time,prefill_e2e_time,prefill_execution_plus_preemption,prefill_execution_plus_preemption_per_token,decode_e2e_time,decode_e2e_time_per_token,decode_first_token_latency,ttft,ttft_prefill_only,ttft_kv_transfer,ttft_decode_first_token,tpot,tpot_computation,tpot_transfer,transfer_kv_cache,transfer_m2n_total,transfer_m2n_attn_to_ffn,transfer_m2n_ffn_to_attn,cluster_prefill_computation,cluster_decode_attn_computation,cluster_decode_ffn_computation,cluster_decode_computation,cluster_decode_attn_e2e_time,cluster_decode_ffn_e2e_time,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_thinking_round_count,request_session_id,request_cohort,request_sj2q_pen_qshort_entries_total,request_sj2q_pen_qshort_long_history_entries_total,request_sj2q_pen_qlong_entries_total,request_sj2q_pen_long_history_to_qshort_reentry_count,request_sj2q_pen_first_long_history_round_number,request_total_preemption_count,request_prefill_preemption_count,request_decode_preemption_count,request_decode_attn_preemption_count,request_hidden_preemption_count,request_final_preemption_count,request_decode_tokens_at_preemption_all,request_decode_attn_tokens_at_preemption_all,request_decode_tokens_at_preemption_mean,request_decode_tokens_at_preemption_max,request_decode_tokens_at_preemption_min,request_spec_total_iterations,request_spec_accepted_drafts,request_spec_rejected_drafts,request_spec_committed_tokens,request_spec_acceptance_ratio,request_spec_committed_per_iteration
0,56223.8487298268,54.906102275221485,56223.8487298268,54.906102275221485,56188.60101658329,54.87168068025712,0.0,0.0,56223.8487298268,54.906102275221485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56223.8487298268,0.0,0.0,0.0,0.0,0.0,0.0,65.79007690374297,65.79007690374297,0.016062030494077874,56158.05865292305,54.841854153245166,51.99277054932217,65.79007690374297,65.79007690374297,0.0,0.0,54.895463003834855,54.895463003834855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
1,56250.93265665551,54.93255142251515,56214.357811024674,54.896833799828784,56179.11009778103,54.862412204864285,0.0,36.57484563083194,56214.357811024674,54.896833799828784,36.57484563083194,0.0,0.0,0.0,0.0,0.0,36.57484563083194,0.0,56214.357811024674,0.0,0.0,0.0,0.0,0.0,0.0,103.76702094893803,67.1921753181061,0.016404339677271996,56147.16563570657,54.8312164411197,54.943888698620654,103.76702094893803,67.1921753181061,0.0,36.57484563083194,54.88481489316381,54.88481489316381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812080018222332,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
2,56246.612027112475,54.928332057727026,56193.16617066927,54.87613883854421,55467.02200996005,54.16701368160161,0.0,0.0,56193.16617066927,54.87613883854421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56246.612027112475,0.0,0.0,0.0,0.0,0.0,0.0,119.31370302938821,119.31370302938821,0.02912932202865923,56127.29832408309,54.81181476961239,54.88546269927408,119.31370302938821,119.31370302938821,0.0,0.0,54.8653942561907,54.8653942561907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602089419029653,5120,4096,1024,4.0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0,0.0
