time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,attention_backend,prefill_seq_lens,prefill_kv_cache_sizes,decode_kv_cache_sizes,num_prefill_seqs,num_decode_seqs,decode_batch_size,total_batch_size,total_prefill_tokens,total_decode_tokens,total_tokens,decode_avg_kv_cache_size,batch_composition_ratio,mode,is_true_mixed_batch,is_mixed_batch,is_prefill,batch_size,prefill_chunk_size,kv_cache_size,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature
0.0041600000113248825,0.01152000017464161,0.005807999987155199,0.004279999993741512,0.002867908040133498,5,0.017999999225139618,0.025800000876188278,0.019703999906778336,0.018279999494552612,0.0030516203978541217,5,5.37392520904541,5.469604969024658,5.406229496002197,5.3977251052856445,0.03335998212456685,5,0.11428000032901764,0.11504100263118744,0.11470420062541961,0.11472000181674957,0.0003086069946751072,5,0.0041600000113248825,0.004360000137239695,0.004279999993741512,0.004279999993741512,6.693281086764991e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],[3072],1,1,1,2,8192,1,8193,3072,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.00419999985024333,0.00839999970048666,0.005103999841958284,0.00431999983265996,0.00164858235047331,5,0.018079999834299088,0.028599999845027924,0.02027999982237816,0.018279999494552612,0.004160692257633676,5,5.382686138153076,5.427245140075684,5.4018854141235355,5.400684833526611,0.016243300034442666,5,0.11727999895811081,0.11872000247240067,0.11780800074338912,0.11744000017642975,0.0005715385390672123,5,0.0041600000113248825,0.004279999993741512,0.004232000000774861,0.004240000154823065,4.664763494375637e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[3072, 3072]",1,2,2,3,8192,2,8194,3072,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004399999976158142,0.010479999706149101,0.00563999991863966,0.00443999981507659,0.002420181705574709,5,0.01775999926030636,0.06651999801397324,0.027695999294519425,0.018120000138878822,0.019412978112380085,5,5.342126846313477,5.438127040863037,5.378551292419433,5.3712477684021,0.032739901382715014,5,0.06040000170469284,0.061441000550985336,0.06084820032119751,0.06072000041604042,0.0003809630264770878,5,0.004360000137239695,0.00443999981507659,0.004399999976158142,0.004399999976158142,2.5298119404428044e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],[1024],1,1,1,2,8192,1,8193,1024,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004480000119656324,0.009479999542236328,0.005503999907523394,0.004519999958574772,0.0019882211312431453,5,0.018160000443458557,0.039159998297691345,0.022815999761223792,0.018799999728798866,0.008181093569638986,5,5.357967853546143,5.448008060455322,5.385688018798828,5.372488021850586,0.03254161327295378,5,0.14003999531269073,0.14103999733924866,0.1405124008655548,0.14040100574493408,0.00043308041844803194,5,0.004480000119656324,0.004679999779909849,0.0045679999515414235,0.004519999958574772,7.756278630471791e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],[4096],1,1,1,2,8192,1,8193,4096,0.5,true_mixed,True,False,True,2,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.0041600000113248825,0.007120000198483467,0.004800000041723251,0.004240000154823065,0.001160689529485169,5,0.018160000443458557,0.02831999957561493,0.020399999618530274,0.018479999154806137,0.003964320832884565,5,5.371286869049072,5.422926902770996,5.401951026916504,5.40520715713501,0.01825401937530638,5,0.11980000138282776,0.12092000246047974,0.12015199959278107,0.11987999826669693,0.00041906659947150624,5,0.00419999985024333,0.004360000137239695,0.0042720000259578225,0.004279999993741512,5.306606375125428e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[3072, 3072, 3072, 3072]",1,4,4,5,8192,4,8196,3072,0.2,true_mixed,True,False,True,5,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004360000137239695,0.007120000198483467,0.005488000065088272,0.005400000140070915,0.0010563030053383515,5,0.018160000443458557,0.06936000287532806,0.028800000622868537,0.018559999763965607,0.020284836832334577,5,5.370889186859131,5.448808193206787,5.391792488098145,5.376607894897461,0.029108100505120915,5,0.06176000088453293,0.06244000047445297,0.06209600046277046,0.06216000020503998,0.0002460569123442233,5,0.004360000137239695,0.004519999958574772,0.004431999940425158,0.00443999981507659,5.306593738933737e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[1024, 1024]",1,2,2,3,8192,2,8194,1024,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004399999976158142,0.004639999940991402,0.004511999897658825,0.004519999958574772,8.541662222298434e-05,5,0.018200000748038292,0.04083999991416931,0.023271999880671503,0.01907999999821186,0.008794667478110989,5,5.372167110443115,5.414766788482666,5.394678974151612,5.394927024841309,0.014409628412167422,5,0.1435610055923462,0.1462409943342209,0.14421699941158295,0.14376099407672882,0.0010152726422834066,5,0.00443999981507659,0.004639999940991402,0.004528000019490719,0.004480000119656324,7.756289196924024e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[4096, 4096]",1,2,2,3,8192,2,8194,4096,0.3333333333333333,true_mixed,True,False,True,3,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004399999976158142,0.005760000087320805,0.004695999994874,0.00443999981507659,0.000532826474011332,5,0.01775999926030636,0.06496100127696991,0.02873620018362999,0.01868000067770481,0.01823949602290064,5,5.385087013244629,5.405607223510742,5.396358776092529,5.39760684967041,0.006662966286146505,5,0.12240000069141388,0.12347999960184097,0.12300019860267639,0.1231599971652031,0.00041165025935308773,5,0.004360000137239695,0.004480000119656324,0.004440000001341105,0.00443999981507659,4.381779818013822e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[3072, 3072, 3072, 3072, 3072, 3072, 3072, 3072]",1,8,8,9,8192,8,8200,3072,0.1111111111111111,true_mixed,True,False,True,9,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004399999976158142,0.012719999998807907,0.006111999973654747,0.004480000119656324,0.0033042421347596013,5,0.018519999459385872,0.07756000012159348,0.03118400014936924,0.019440000876784325,0.023220564690077987,5,5.3452467918396,5.396448135375977,5.3658956527709964,5.3619279861450195,0.01679990679051532,5,0.06347999721765518,0.06524000316858292,0.06430399864912033,0.06443999707698822,0.0005973830247778174,5,0.004399999976158142,0.004519999958574772,0.004440000001341105,0.004399999976158142,5.0596459691431135e-05,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[1024, 1024, 1024, 1024]",1,4,4,5,8192,4,8196,1024,0.2,true_mixed,True,False,True,5,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
0.004360000137239695,0.004840000066906214,0.004552000015974045,0.004519999958574772,0.00015879544579024355,5,0.018079999834299088,0.03604000061750412,0.022376000136137008,0.01868000067770481,0.00691287977288043,5,5.360167980194092,5.404047966003418,5.3787760734558105,5.379648208618164,0.01602002668992629,5,0.14552000164985657,0.1467200070619583,0.14625620245933532,0.14640000462532043,0.00039967380555772233,5,0.004519999958574772,0.005080000031739473,0.004679999966174364,0.004600000102072954,0.0002039608176284583,5,2880,64,8,32,8,9216,TORCH_SDPA,[8192],[0],"[4096, 4096, 4096, 4096]",1,4,4,5,8192,4,8196,4096,0.2,true_mixed,True,False,True,5,0,0,False,0,0,BF16,CUDA_EVENT,generic,generic,none
