time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.011,0.014,0.013761904761904767,0.014,0.0006834619092574916,0.024,0.025,0.024050000000000005,0.024,0.00021794494717703388,0.057,0.058,0.057650000000000014,0.058,0.00047696960070847325,0.05,0.053,0.050900000000000015,0.051000000000000004,0.0007681145747868605,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,0.024,0.025,0.024050000000000005,0.024,0.00021794494717703388,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.009000000000000001,0.01,0.009750000000000003,0.01,0.00043301270189221897,0.019,0.02,0.019950000000000002,0.02,0.00021794494717703388,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,16,16,2048,1408,151936,True,432,1
0.011,0.014,0.012952380952380957,0.013000000000000001,0.00048562090605645597,0.025,0.027,0.026000000000000006,0.026000000000000002,0.00031622776601683767,0.057,0.058,0.05790000000000001,0.058,0.0003000000000000003,0.05,0.053,0.05095000000000001,0.051000000000000004,0.0005894913061275792,0.03,0.031,0.030950000000000005,0.031,0.00021794494717703385,0.025,0.027,0.026000000000000006,0.026000000000000002,0.00031622776601683767,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.01,0.011,0.01005,0.01,0.00021794494717703353,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,16,16,2048,1408,151936,True,424,1
0.01,0.013000000000000001,0.012714285714285718,0.013000000000000001,0.0006998542122237654,0.023,0.025,0.024000000000000004,0.024,0.0003162277660168382,0.057,0.058,0.05725,0.057,0.0004330127018922198,0.048,0.05,0.04900000000000001,0.049,0.0007071067811865482,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,0.024,0.025,0.024050000000000005,0.024,0.00021794494717703388,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.009000000000000001,0.01,0.009100000000000002,0.009000000000000001,0.00029999999999999976,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.003,0.004,0.003350000000000001,0.003,0.00047696960070847287,16,16,2048,1408,151936,True,416,1
0.01,0.013000000000000001,0.012714285714285718,0.013000000000000001,0.0006998542122237656,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.057,0.058,0.05785000000000001,0.058,0.00035707142142714284,0.048,0.053,0.04955000000000001,0.05,0.0010712142642814273,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.009000000000000001,0.011,0.010000000000000002,0.01,0.0003162277660168377,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.003,0.004,0.00395,0.004,0.0002179449471770337,16,16,2048,1408,151936,True,408,1
0.01,0.013000000000000001,0.012714285714285718,0.013000000000000001,0.0006998542122237654,0.023,0.025,0.024000000000000004,0.024,0.0003162277660168382,0.057,0.058,0.05720000000000001,0.057,0.0004000000000000003,0.047,0.051000000000000004,0.04835000000000001,0.048,0.0007921489758877438,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.009000000000000001,0.01,0.009050000000000002,0.009000000000000001,0.00021794494717703353,0.019,0.02,0.019950000000000002,0.02,0.00021794494717703385,0.003,0.004,0.0031000000000000008,0.003,0.0003,16,16,2048,1408,151936,True,400,1
0.01,0.013000000000000001,0.01204761904761905,0.012,0.0005753831415997416,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.057,0.058,0.057800000000000004,0.058,0.0004000000000000004,0.048,0.052000000000000005,0.04910000000000001,0.049,0.0011789826122551605,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.026000000000000002,0.027,0.026050000000000007,0.026000000000000002,0.00021794494717703312,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.009000000000000001,0.01,0.009450000000000004,0.009000000000000001,0.0004974937185533095,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.003,0.004,0.0030500000000000006,0.003,0.0002179449471770337,16,16,2048,1408,151936,True,392,1
0.01,0.013000000000000001,0.01247619047619048,0.013000000000000001,0.0007315376902732012,0.023,0.024,0.023250000000000003,0.023,0.00043301270189221973,0.049,0.051000000000000004,0.04995000000000001,0.05,0.00038405728739343076,0.047,0.05,0.04855000000000001,0.049,0.0006689544080129832,0.02,0.021,0.020950000000000003,0.021,0.00021794494717703385,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0.03,0.031,0.030500000000000006,0.0305,0.0005000000000000004,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.016,0.017,0.016700000000000003,0.017,0.0004582575694955844,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,16,16,2048,1408,151936,True,384,1
0.01,0.013000000000000001,0.01204761904761905,0.012,0.0005753831415997416,0.024,0.025,0.024550000000000006,0.025,0.0004974937185533105,0.049,0.051000000000000004,0.04955000000000001,0.0495,0.0005894913061275802,0.048,0.05,0.04910000000000001,0.049,0.0005385164807134509,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.01,0.01,0.010000000000000002,0.01,1.734723475976807e-18,0.016,0.017,0.016900000000000005,0.017,0.0003000000000000003,0.003,0.004,0.0039000000000000007,0.004,0.00030000000000000003,16,16,2048,1408,151936,True,376,1
0.009000000000000001,0.012,0.01185714285714286,0.012,0.0006388765649999397,0.023,0.024,0.023200000000000005,0.023,0.0004000000000000003,0.049,0.051000000000000004,0.04985000000000001,0.05,0.00047696960070847325,0.046,0.049,0.04825000000000001,0.048,0.0006982120021884476,0.02,0.021,0.020500000000000004,0.0205,0.0005000000000000004,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0.03,0.031,0.030100000000000005,0.03,0.00030000000000000024,0.01,0.011,0.010100000000000001,0.01,0.00029999999999999976,0.016,0.017,0.016200000000000003,0.016,0.00040000000000000034,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,16,16,2048,1408,151936,True,368,1
0.009000000000000001,0.012,0.011095238095238097,0.011,0.0006098213559459857,0.024,0.026000000000000002,0.024550000000000006,0.024,0.0006689544080129832,0.049,0.051000000000000004,0.04940000000000001,0.049,0.0005830951894845307,0.047,0.052000000000000005,0.04870000000000001,0.049,0.0009539392014169464,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.01,0.011,0.01005,0.01,0.00021794494717703353,0.016,0.016,0.016000000000000004,0.016,3.469446951953614e-18,0.003,0.004,0.0039000000000000007,0.004,0.00030000000000000003,16,16,2048,1408,151936,True,360,1
0.009000000000000001,0.012,0.01104761904761905,0.011,0.0005753831415997413,0.023,0.024,0.023200000000000005,0.023,0.0004000000000000003,0.049,0.051000000000000004,0.04945000000000001,0.049,0.0005894913061275802,0.048,0.049,0.04840000000000001,0.048,0.000489897948556636,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.023,0.024,0.023950000000000006,0.024,0.00021794494717703385,0.031,0.032,0.031900000000000005,0.032,0.0003000000000000003,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.016,0.017,0.016350000000000003,0.016,0.00047696960070847314,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,16,16,2048,1408,151936,True,352,1
0.009000000000000001,0.012,0.011000000000000001,0.011,0.0005345224838248486,0.024,0.026000000000000002,0.024550000000000006,0.024,0.0006689544080129832,0.049,0.051000000000000004,0.04935000000000001,0.049,0.0005722761571129803,0.048,0.052000000000000005,0.04900000000000001,0.049,0.001095445115010333,0.02,0.021,0.020100000000000003,0.02,0.00030000000000000024,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,0.031,0.032,0.031100000000000006,0.031,0.00030000000000000024,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.016,0.016,0.016000000000000004,0.016,3.469446951953614e-18,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,16,16,2048,1408,151936,True,344,1
