arrived_at,num_prefill_tokens,num_decode_tokens
0.0,4096,1024
0.0849838019348681,4096,1024
0.24937669606879354,4096,1024
0.3341550282202661,4096,1024
0.8160966639406979,4096,1024
0.9812308237887919,4096,1024
0.98127935314551,4096,1024
1.3071999470703304,4096,1024
3.2142468099482358,4096,1024
5.283105444163084,4096,1024
5.534992139786482,4096,1024
6.578769537154585,4096,1024
7.6229467880912125,4096,1024
7.788546055089682,4096,1024
8.44008112885058,4096,1024
9.077246419154108,4096,1024
9.241301929112524,4096,1024
9.24142238497734,4096,1024
9.901159800123423,4096,1024
11.093532968778163,4096,1024
11.093689975794405,4096,1024
11.26396713592112,4096,1024
11.350696790032089,4096,1024
12.237143159843981,4096,1024
12.403786955866963,4096,1024
14.1518638250418,4096,1024
14.237851679790765,4096,1024
15.195772259030491,4096,1024
16.151531248819083,4096,1024
16.316418597940356,4096,1024
17.03451535012573,4096,1024
17.20004364522174,4096,1024
18.96513875387609,4096,1024
19.646902739070356,4096,1024
20.05485626216978,4096,1024
20.238599117845297,4096,1024
21.123891323804855,4096,1024
21.370806431863457,4096,1024
21.457687869202346,4096,1024
21.54490704415366,4096,1024
21.631587313953787,4096,1024
21.797765855211765,4096,1024
21.79782397300005,4096,1024
22.051671259105206,4096,1024
23.437259525060654,4096,1024
23.604414398781955,4096,1024
23.930919204838574,4096,1024
24.49494789680466,4096,1024
25.54290388384834,4096,1024
26.029369790107012,4096,1024
26.43156434688717,4096,1024
26.76196948811412,4096,1024
27.169736921787262,4096,1024
27.338830491062254,4096,1024
27.5068529387936,4096,1024
27.756269393954426,4096,1024
27.923136464785784,4096,1024
28.729427236132324,4096,1024
28.815466914791614,4096,1024
29.383604635950178,4096,1024
29.868070476222783,4096,1024
30.115421453025192,4096,1024
30.28169066598639,4096,1024
30.36874724412337,4096,1024
30.854405669961125,4096,1024
31.26146117411554,4096,1024
31.90687394887209,4096,1024
31.99293547216803,4096,1024
32.88312104390934,4096,1024
34.263204250950366,4096,1024
34.514561615884304,4096,1024
34.60101412096992,4096,1024
34.60114451684058,4096,1024
34.696486201137304,4096,1024
34.94933808594942,4096,1024
35.28055814001709,4096,1024
35.36994037590921,4096,1024
37.74610605882481,4096,1024
38.40877413377166,4096,1024
38.82690491806716,4096,1024
39.89808833878487,4096,1024
40.639496789779514,4096,1024
40.73289951495826,4096,1024
40.82772249309346,4096,1024
40.827761739026755,4096,1024
40.82788127986714,4096,1024
41.12697816779837,4096,1024
41.38212131895125,4096,1024
41.63535105390474,4096,1024
41.966167921200395,4096,1024
42.2167115858756,4096,1024
42.30412746500224,4096,1024
42.47584824077785,4096,1024
42.56369519094005,4096,1024
42.980370034929365,4096,1024
43.158442014828324,4096,1024
43.24791922420263,4096,1024
44.73630806710571,4096,1024
45.95868680020794,4096,1024
47.12226866185665,4096,1024
