time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.emb.count,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.input_layernorm.count,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_pre_proj.count,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_rope.count,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.attn_post_proj.count,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.post_attention_layernorm.count,time_stats.share_expert_up_proj.min,time_stats.share_expert_up_proj.max,time_stats.share_expert_up_proj.mean,time_stats.share_expert_up_proj.median,time_stats.share_expert_up_proj.std,time_stats.share_expert_up_proj.count,time_stats.share_expert_act.min,time_stats.share_expert_act.max,time_stats.share_expert_act.mean,time_stats.share_expert_act.median,time_stats.share_expert_act.std,time_stats.share_expert_act.count,time_stats.share_expert_down_proj.min,time_stats.share_expert_down_proj.max,time_stats.share_expert_down_proj.mean,time_stats.share_expert_down_proj.median,time_stats.share_expert_down_proj.std,time_stats.share_expert_down_proj.count,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,use_qk_norm,attn_output_gate,num_tokens,num_tensor_parallel_workers,padded_n_embd,padded_n_expanded_embd,model_arch,is_step2_mini,share_expert_dim,share_q_dim,measurement_type,profiling_precision,quant_signature,model_architecture_profile
0.01759999990463257,0.034752000123262405,0.02432479984126985,0.023120000027120113,0.006000292373556509,40.0,0.07574400305747986,0.09120000153779984,0.08196480013430119,0.08078400045633316,0.004615510261216507,20.0,0.22681599855422974,0.31350401043891907,0.2472272001206875,0.24324800074100494,0.01853917975999733,20,0.02924799919128418,0.03324799984693527,0.03146720007061958,0.03137600049376488,0.0010603198177990564,20,0.03433600068092346,0.04028800129890442,0.03617440015077591,0.0359519999474287,0.001440549960527056,20,0.07123199850320816,0.08345600217580795,0.07578560076653958,0.07603199779987335,0.0029757432733671643,20.0,0.022431999444961548,0.02751999907195568,0.02427039984613657,0.024240000173449516,0.001309166714459177,20,0.02236800082027912,0.025119999423623085,0.02375679984688759,0.023711999878287315,0.0007089570334857627,20,0.022143999114632607,0.027295999228954315,0.023489599768072366,0.0226879995316267,0.0014097615386259132,20,16,2,2048,512,151936,True,True,True,128,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.017216000705957413,0.034912001341581345,0.024308000039309264,0.02372800000011921,0.006173884314727399,40.0,0.0843840017914772,0.10608000308275223,0.0904864002019167,0.08955200016498566,0.00496062061866127,20.0,0.22684800624847412,0.31353598833084106,0.24375679939985276,0.24219200015068054,0.01770983451962331,20,0.0297279991209507,0.038336001336574554,0.031654400378465654,0.031072000041604042,0.0018186478761542725,20,0.03721600025892258,0.04566400125622749,0.039606400020420554,0.0390079990029335,0.0021968206849859277,20,0.08118399977684021,0.09833600372076035,0.08712320104241371,0.0859839990735054,0.004839585678863952,20.0,0.02271999977529049,0.025439999997615814,0.023991999961435796,0.02393599972128868,0.0007571146014347133,20,0.022207999601960182,0.0289280004799366,0.023820799961686134,0.023455999791622162,0.0015593689496205731,20,0.02195199951529503,0.02380800060927868,0.022761599998921155,0.022671999409794807,0.0004947185406574528,20,16,2,2048,512,151936,True,True,True,64,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.017311999574303627,0.039872001856565475,0.023815999971702695,0.023087999783456326,0.006235977418678036,40.0,0.08220800012350082,0.10035199671983719,0.08831040002405643,0.08779199793934822,0.004106575410183263,20.0,0.22246399521827698,0.30563199520111084,0.23813440054655075,0.23574399948120117,0.01738953380221709,20,0.028704000636935234,0.03167999908328056,0.029958399944007397,0.029823999851942062,0.0008208857643945144,20,0.036031998693943024,0.04076800122857094,0.037756800465285775,0.03752000071108341,0.0014115918053022862,20,0.07948800176382065,0.0931520015001297,0.08421600088477135,0.08396799862384796,0.0036553174114249036,20.0,0.02191999927163124,0.023840000852942467,0.02306560007855296,0.02324800007045269,0.0005386658559897871,20,0.021727999672293663,0.025631999596953392,0.023390399850904943,0.02324800007045269,0.000817189664503412,20,0.022112000733613968,0.024768000468611717,0.022763200104236603,0.022576000541448593,0.000577267465526659,20,16,2,2048,512,151936,True,True,True,32,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.016896000131964684,0.028095999732613564,0.022224799962714314,0.025023999623954296,0.004786717444175494,40.0,0.08240000158548355,0.09270399808883667,0.08628480024635792,0.08513600006699562,0.002870408486768094,20.0,0.2213120013475418,0.29846400022506714,0.23510719910264016,0.2319360002875328,0.015734231473310087,20,0.028416000306606293,0.0323840007185936,0.029816000163555144,0.029536000452935696,0.0010878060085554022,20,0.03612799942493439,0.04473600164055824,0.03910400029271841,0.038816001266241074,0.0022156621876732643,20,0.07897599786520004,0.09177599847316742,0.08393119983375072,0.08345599845051765,0.0031196189475956133,20.0,0.022143999114632607,0.02457600086927414,0.023358399886637925,0.023519999347627163,0.0006694409858768576,20,0.02163200080394745,0.02425600029528141,0.02300960002467036,0.02286399994045496,0.000722553491295841,20,0.021824000403285027,0.02348800003528595,0.022537599969655275,0.022495999932289124,0.0003854771244850168,20,16,2,2048,512,151936,True,True,True,16,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.014720000326633453,0.029440000653266907,0.019399200030602515,0.018864000216126442,0.004230089359277733,40.0,0.07878399640321732,0.09468799829483032,0.0849151998758316,0.08350400254130363,0.004021247911013266,20.0,0.21676799654960632,0.2918719947338104,0.23260479867458345,0.2303680032491684,0.015475706529295094,20,0.027712000533938408,0.030912000685930252,0.02907199999317527,0.029071999713778496,0.0009684692274622696,20,0.03488000109791756,0.04121600091457367,0.03699839990586042,0.036687999963760376,0.0015932850668311225,20,0.07859200239181519,0.09107200056314468,0.08311679922044277,0.08275200054049492,0.0031447289287044613,20.0,0.021056000143289566,0.023584000766277313,0.02250560000538826,0.0225600004196167,0.0006781510119910651,20,0.02143999934196472,0.02454400062561035,0.02271360009908676,0.0225600004196167,0.0009084618120010265,20,0.021056000143289566,0.026399999856948853,0.022302399948239328,0.02199999988079071,0.0011112561405308163,20,16,2,2048,512,151936,True,True,True,8,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.014431999996304512,0.024191999807953835,0.018300800072029232,0.017936000134795904,0.0034447580488003405,40.0,0.07859200239181519,0.10265599936246872,0.08544960021972656,0.08369600027799606,0.00545584605382893,20.0,0.21753600239753723,0.28652799129486084,0.231827200204134,0.2285280004143715,0.014994934800122017,20,0.027424000203609467,0.031039999797940254,0.029358400031924248,0.02923200000077486,0.0008889709776489615,20,0.03516799956560135,0.04150399938225746,0.03695199973881245,0.03617599979043007,0.0017089579509099175,20,0.07923199981451035,0.09132800251245499,0.08366400115191937,0.08328000083565712,0.003184514573024709,20.0,0.021695999428629875,0.026528000831604004,0.02272640001028776,0.022640000097453594,0.0009894472331486328,20,0.020896000787615776,0.031072000041604042,0.02284160004928708,0.022495999932289124,0.001984660474286543,20,0.021023999899625778,0.025696000084280968,0.02177759977057576,0.02155200019478798,0.0009436732424794414,20,16,2,2048,512,151936,True,True,True,4,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.014399999752640724,0.024512000381946564,0.01832879998255521,0.018000000156462193,0.003537494515755838,40.0,0.07983999699354172,0.0942080020904541,0.08460959941148757,0.08292799815535545,0.003996574219118278,20.0,0.2162880003452301,0.28336000442504883,0.23123520016670226,0.22940800338983536,0.014074643813608585,20,0.027488000690937042,0.030271999537944794,0.028833599854260684,0.028863999992609024,0.0006942209704210303,20,0.03497600182890892,0.04227200150489807,0.03691520020365715,0.03627200052142143,0.0018209211706700645,20,0.07680000364780426,0.09359999746084213,0.08296160027384758,0.08135999739170074,0.004407545063621672,20.0,0.02115200087428093,0.023455999791622162,0.022345600184053183,0.022512000054121017,0.0006034439770032813,20,0.02175999991595745,0.023584000766277313,0.02259360011667013,0.022544000297784805,0.0004890324197454091,20,0.02131200022995472,0.02287999913096428,0.02189599983394146,0.02175999991595745,0.0004074035299266274,20,16,2,2048,512,151936,True,True,True,2,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
0.014655999839305878,0.02550400048494339,0.01944479993544519,0.018912000581622124,0.004021297200780952,40.0,0.08070400357246399,0.0976639986038208,0.0864448007196188,0.08425600081682205,0.004968750227639602,20.0,0.21619200706481934,0.2975679934024811,0.23285920023918152,0.23071999847888947,0.017676831272716385,20,0.028960000723600388,0.03372799977660179,0.030788799934089183,0.030352000147104263,0.0011785069969335658,20,0.03500799834728241,0.0432640016078949,0.038094399496912956,0.03779199905693531,0.0019684419216962285,20,0.07737600058317184,0.08524800091981888,0.08132160045206546,0.08081600069999695,0.0020697866269033956,20.0,0.02239999920129776,0.027488000690937042,0.023820799961686134,0.023631999269127846,0.001155390800569881,20,0.02332800067961216,0.02611199952661991,0.02434560004621744,0.024351999163627625,0.000664075081076631,20,0.022207999601960182,0.024288000538945198,0.023219199758023022,0.023120000027120113,0.000600663003171406,20,16,2,2048,512,151936,True,True,True,1,1,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
,,,,,,,,,,,,0.33161601424217224,0.5718399882316589,0.35790080279111863,0.3472000062465668,0.05013571613876706,20,0.033376000821590424,0.04323200136423111,0.03565920013934374,0.03532800078392029,0.0021608715556419474,20,0.03884800150990486,0.04825599864125252,0.04250240009278059,0.041631998494267464,0.00257673715500008,20,,,,,,,0.022175999358296394,0.02598400041460991,0.02320640003308654,0.022896000184118748,0.000897918024871943,20,0.022943999618291855,0.02521600015461445,0.023908800072968008,0.02372800000011921,0.0006469443504320586,20,0.021568000316619873,0.024607999250292778,0.022587200067937373,0.02238400001078844,0.0007203393301474364,20,16,2,2048,512,151936,True,True,True,128,2,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
,,,,,,,,,,,,0.317440003156662,0.4134719967842102,0.3403280019760132,0.33748801052570343,0.01920078557210449,20,0.0331839993596077,0.03596799820661545,0.03422240000218153,0.034223999828100204,0.0008244258092188029,20,0.03638400137424469,0.042527999728918076,0.03896160013973713,0.03860799968242645,0.0018223846010524184,20,,,,,,,0.022175999358296394,0.024351999163627625,0.02323040012270212,0.023264000192284584,0.0005421593711224473,20,0.022943999618291855,0.02675200067460537,0.02405120003968477,0.023904000408947468,0.0008577193573880464,20,0.02163200080394745,0.02457600086927414,0.022616000007838012,0.022463999688625336,0.000626896029361641,20,16,2,2048,512,151936,True,True,True,64,2,2048,512,generic,False,512,,CUDA_EVENT,BF16,none,generic
