time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,model_arch,quant_signature,measurement_type,is_true_mixed_batch,prefill_seq_lens,prefill_kv_cache_sizes,decode_kv_cache_sizes,num_prefill_seqs,num_decode_seqs,decode_batch_size,total_batch_size,total_decode_tokens,decode_avg_kv_cache_size,batch_composition_ratio,model_architecture_profile
0.0180479995906353,0.019872000440955162,0.018649600073695184,0.01836800016462803,0.0006661537814855972,0.03436800092458725,0.03824000060558319,0.03543680086731911,0.03446400165557861,0.001484275448377742,0.07046400010585785,0.07849600166082382,0.07289599925279618,0.07203199714422226,0.002864313816315984,0.012543999589979649,0.013663999736309052,0.01313919983804226,0.013088000006973743,0.0004160491982206087,0.0161920003592968,0.01772800087928772,0.016857600212097167,0.016672000288963318,0.0005988022674399593,2048,32,4,16,1,512,1,224,0,True,FLASHINFER,False,even,[224],224,224.0,224.0,224.0,224.0,0.0,0.0,0.0,False,0,224,224,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.01664000004529953,0.018432000651955605,0.017126400023698807,0.016863999888300896,0.0006710548330818583,0.031808000057935715,0.034752000123262405,0.03301760032773018,0.03280000016093254,0.0010377874501005927,0.011807999573647976,0.013279999606311321,0.012345599941909313,0.012095999903976917,0.0005197020001450117,0.06207999959588051,0.07555200159549713,0.06545919999480247,0.06294400244951248,0.005101872624510338,0.01568000018596649,0.017216000705957413,0.016409600153565407,0.0161920003592968,0.0005729343677990328,2048,32,4,16,1,512,1,0,0,False,FLASHINFER,False,even,[1],1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.015968000516295433,0.018592000007629395,0.016723199933767318,0.01635199971497059,0.0009599146599845351,0.03139200061559677,0.03596799820661545,0.03336960002779961,0.03276799991726875,0.0016240616655124995,0.011103999800980091,0.012319999746978283,0.01155839990824461,0.011455999687314034,0.0004089995351423042,0.05939200147986412,0.08137600123882294,0.06501120030879974,0.06147199869155884,0.008242783069146914,0.014592000283300877,0.017023999243974686,0.015404799953103065,0.015200000256299973,0.0008528101088691693,2048,32,4,16,1,512,2,0,0,False,FLASHINFER,False,even,"[1, 1]",2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.015231999568641186,0.01788800023496151,0.01623039972037077,0.01587199978530407,0.0008981462305573133,0.02796800062060356,0.03340800106525421,0.03025280050933361,0.029920000582933426,0.001760942506524913,0.010591999627649784,0.012000000104308128,0.011091200076043606,0.010879999957978725,0.0004901749079936228,0.05500800162553787,0.06982400268316269,0.05990400090813637,0.057920001447200775,0.005395508138357333,0.014015999622642994,0.015744000673294067,0.014444800093770027,0.01414399966597557,0.0006538034614815707,2048,32,4,16,1,512,1,0,64,False,FLASHINFER,False,even,[1],1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.01484800036996603,0.01711999997496605,0.015475200116634369,0.015072000212967396,0.0008504056028552433,0.02860799990594387,0.030400000512599945,0.029209600016474723,0.0289280004799366,0.0006436379253142238,0.010143999941647053,0.0144640002399683,0.011500800028443336,0.010879999957978725,0.0015461796981621025,0.05564799904823303,0.05846399813890457,0.05663359984755516,0.05612799897789955,0.0010065304662702549,0.013439999893307686,0.014431999996304512,0.013779199868440627,0.01369599997997284,0.00034855043095164664,2048,32,4,16,1,512,2,0,64,False,FLASHINFER,False,even,"[1, 1]",2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.01360000018030405,0.016543999314308167,0.014553599990904331,0.01408000010997057,0.0010878867840492573,0.027936000376939774,0.03017600066959858,0.02871680036187172,0.028224000707268715,0.0008282005918223568,0.052671998739242554,0.06143999844789505,0.05660159960389137,0.05491200089454651,0.0035703971392256444,0.009952000342309475,0.011872000060975552,0.010572800040245056,0.01017600018531084,0.0007035925858211973,0.012640000320971012,0.013376000337302685,0.01290880013257265,0.012864000163972378,0.00026665825923413483,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,True,online_grid_balanced,"[32, 32]",64,32.0,32.0,32.0,45.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.014208000153303146,0.016736000776290894,0.014841600321233273,0.014368000440299511,0.0009538793748406751,0.02659199945628643,0.031039999797940254,0.02794239968061447,0.02751999907195568,0.0015911949922086562,0.05315199866890907,0.057792000472545624,0.055212799459695816,0.05430399999022484,0.0017509124632164007,0.010111999697983265,0.01152000017464161,0.01053440012037754,0.01027199998497963,0.000514951559545063,0.012384000234305859,0.013887999579310417,0.013081599958240986,0.013151999562978745,0.0005016552437894757,2048,32,4,16,1,512,2,0,32,True,FLASHINFER,True,online_grid_balanced,"[32, 32]",64,32.0,32.0,32.0,45.0,0.0,0.0,0.0,True,32,32,32,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.01360000018030405,0.017472000792622566,0.014694400131702423,0.01414399966597557,0.0014050007544430347,0.02659199945628643,0.03049599938094616,0.027910399809479715,0.02703999914228916,0.001444955037396681,0.05212799832224846,0.05936000123620033,0.05451519936323166,0.05363199859857559,0.0025114281374205055,0.009600000455975533,0.011136000044643879,0.010080000199377537,0.009952000342309475,0.0005441881295716812,0.012000000104308128,0.013632000423967838,0.012960000149905681,0.013055999763309956,0.0005666802538797598,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,True,online_grid_balanced,"[48, 48]",96,48.0,48.0,48.0,67.0,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.013535999692976475,0.015359999611973763,0.014195199869573117,0.013887999579310417,0.000635697480499448,0.026176000013947487,0.029920000582933426,0.028198400139808656,0.028063999488949776,0.001412124933937405,0.052032001316547394,0.05648000165820122,0.054342400282621384,0.054336000233888626,0.0017584748750830083,0.009696000255644321,0.010816000401973724,0.01012480016797781,0.010048000141978264,0.00037678563454413645,0.012000000104308128,0.013632000423967838,0.012473600171506404,0.012223999947309494,0.0005901897773769042,2048,32,4,16,1,512,2,0,32,True,FLASHINFER,True,online_grid_balanced,"[48, 48]",96,48.0,48.0,48.0,67.0,0.0,0.0,0.0,True,32,32,32,BF16,generic,none,CUDA_EVENT,False,,,,,,,,,,,generic
0.013311999849975109,0.018880000337958336,0.01479679998010397,0.013663999736309052,0.00209824387878537,0.026847999542951584,0.0315839983522892,0.028038399666547774,0.02703999914228916,0.0017974083787049466,0.05299200117588043,0.05951999872922897,0.055910400301218036,0.05427199974656105,0.002725407915774115,0.046592000871896744,0.053408000618219376,0.049273600429296495,0.049056001007556915,0.0022783819730457593,0.012415999546647072,0.013791999779641628,0.012857599928975106,0.012768000364303589,0.000498789594355977,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,False,true_mixed,,33,,,,,,,,False,0,0,32,BF16,generic,none,CUDA_EVENT,True,[32],[16],[32],1.0,1.0,1.0,2.0,1.0,32.0,0.5,generic
0.013632000423967838,0.01817600056529045,0.015238400176167488,0.014303999952971935,0.0016396245852508655,0.026976000517606735,0.031199999153614044,0.02847360000014305,0.02816000021994114,0.0014500480819068886,0.05270399898290634,0.05961599946022034,0.05456639975309372,0.05337600037455559,0.00257064964475019,0.04771199822425842,0.0525440014898777,0.04925439953804016,0.04835199937224388,0.0017751674332689628,0.012768000364303589,0.01462399959564209,0.013279999978840351,0.012992000207304955,0.000687217946383813,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,False,true_mixed,,33,,,,,,,,False,0,0,32,BF16,generic,none,CUDA_EVENT,True,[32],[16],[64],1.0,1.0,1.0,2.0,1.0,64.0,0.5,generic
0.013824000023305416,0.01651199907064438,0.014681600034236908,0.014240000396966934,0.0010049015085840227,0.026623999699950218,0.07225599884986877,0.036819199845194814,0.027744000777602196,0.01775132684579629,0.05161599814891815,0.05526399984955788,0.052959999442100524,0.05276799947023392,0.0012310649676561705,0.04585599899291992,0.0506879985332489,0.048364799469709396,0.047968000173568726,0.001654198999164785,0.012415999546647072,0.013919999822974205,0.013081599771976472,0.012992000207304955,0.00048631584263895066,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,False,true_mixed,,65,,,,,,,,False,0,0,64,BF16,generic,none,CUDA_EVENT,True,[64],[16],[32],1.0,1.0,1.0,2.0,1.0,32.0,0.5,generic
0.013728000223636627,0.01532800029963255,0.014508800208568573,0.014560000039637089,0.0005326246317039236,0.026335999369621277,0.031199999153614044,0.02805119939148426,0.027583999559283257,0.0016527123825754275,0.051392000168561935,0.057920001447200775,0.05453440025448799,0.05344000086188316,0.002739349781042462,0.047968000173568726,0.05180799961090088,0.04968959987163544,0.04972799867391586,0.0012486394987393952,0.01228800043463707,0.013856000266969204,0.013068800233304501,0.013183999806642532,0.000522531603490468,2048,32,4,16,1,512,2,0,0,True,FLASHINFER,False,true_mixed,,65,,,,,,,,False,0,0,64,BF16,generic,none,CUDA_EVENT,True,[64],[16],[64],1.0,1.0,1.0,2.0,1.0,64.0,0.5,generic
