time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,model_arch,quant_signature,measurement_type,is_true_mixed_batch
0.0174720007926225,0.0243519991636276,0.0192896001040935,0.0184000004082918,0.0025673808685836,0.0418559983372688,0.0498879998922348,0.0443007990717887,0.0433599986135959,0.0028807541013383,0.0115200001746416,0.0131519995629787,0.0124095998704433,0.012415999546647,0.0005263584836096,0.0764160007238388,0.0895679965615272,0.0801919981837272,0.0779519975185394,0.0048466629477939,0.0173760000616312,0.0194879993796348,0.018054400011897,0.017952000722289,0.0007622178908077,2048,16,2,16,1,64,1,0,0,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0175679996609687,0.020576000213623,0.0183616001158952,0.0177599992603063,0.0011252722559572,0.042272001504898,0.0468479990959167,0.0446784004569053,0.0442240014672279,0.0016231786928111,0.0119679998606443,0.0163519997149705,0.0130880000069737,0.0124800000339746,0.0016530097335228,0.0774080008268356,0.1031680032610893,0.0874944016337394,0.0862720012664794,0.008791499598959,0.0178880002349615,0.0192959997802972,0.0186240002512931,0.0189440008252859,0.0006111915763322,2048,16,2,16,1,64,1,0,1,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0176320001482963,0.0199360009282827,0.0182656001299619,0.0178880002349615,0.0008443153757885,0.0414079986512661,0.0467200018465518,0.0433536000549793,0.0429119989275932,0.0018297070823002,0.0120639996603131,0.0156479999423027,0.01323520001024,0.012351999990642,0.0013577355072219,0.076223999261856,0.0954559966921806,0.08194560110569,0.0797120034694671,0.0070358485458852,0.0170879997313022,0.0192639995366334,0.0179200001060962,0.0177280008792877,0.0007218108705705,2048,16,2,16,1,64,1,0,2,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0174400005489587,0.0199360009282827,0.0180672004818916,0.0176320001482963,0.0009487556776151,0.0423359982669353,0.0461120009422302,0.0433791995048522,0.0424959994852542,0.0014370253262028,0.0121919997036457,0.0133440000936388,0.0126463999971747,0.0125120002776384,0.0004342578078796,0.0764160007238388,0.0947839990258216,0.0814208000898361,0.0784000009298324,0.006857431074613,0.017247999086976,0.0188800003379583,0.017951999977231,0.018079999834299,0.0005841208199874,2048,16,2,16,1,64,1,0,4,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0172799993306398,0.0210239998996257,0.0186175994575023,0.0179839991033077,0.0013338130793917,0.0423999987542629,0.0495680011808872,0.0442815996706485,0.042943999171257,0.002710867395829,0.0120639996603131,0.0132799996063113,0.0124223997816443,0.0122239999473094,0.0004549855023057,0.0766080021858215,0.0898239985108375,0.0817344009876251,0.0786880031228065,0.00549846569099,0.0176640003919601,0.0187519993633031,0.0181120000779628,0.0180159993469715,0.0003648558429687,2048,16,2,16,1,64,1,0,8,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.016992000862956,0.0201919991523027,0.017926400154829,0.0175999999046325,0.0011579219937576,0.0417920015752315,0.0463679991662502,0.0431872002780437,0.0424319989979267,0.0016455089279563,0.0118399998173117,0.0138560002669692,0.0125887999311089,0.012351999990642,0.0007465266542743,0.0770559981465339,0.0894720032811164,0.0820864006876945,0.0801599994301796,0.0045772048659839,0.0174080003052949,0.0187199991196393,0.0180863998830318,0.0179200004786252,0.000468294100985,2048,16,2,16,1,64,1,0,16,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0179200004786252,0.0229759998619556,0.0191488001495599,0.0183039996773004,0.0019226220762219,0.0447040013968944,0.0631359964609146,0.0514239996671676,0.0464319996535778,0.0073286278090556,0.0120320003479719,0.0139520000666379,0.0128704000264406,0.0125759998336434,0.000671664549772,0.0841600000858306,0.0935999974608421,0.0879871979355812,0.0860159993171691,0.0038398179801978,0.0180479995906353,0.0207679998129606,0.0191487997770309,0.0189120005816221,0.0009050062442227,2048,16,2,16,1,64,1,0,23,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0178559999912977,0.0199360009282827,0.018368000537157,0.017952000722289,0.0007895641296346,0.0419519990682601,0.0472319982945919,0.0443647995591163,0.0442879982292652,0.0017133120894956,0.0118399998173117,0.013663999736309,0.0124607998877763,0.0123840002343058,0.0006408313820001,0.0795520022511482,0.092288002371788,0.0836096003651618,0.0803840011358261,0.0049013475326831,0.017952000722289,0.0194879993796348,0.0187776003032922,0.0186240002512931,0.0005740050171806,2048,16,2,16,1,64,1,0,24,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.0184640008956193,0.0228480007499456,0.0195968005806207,0.0186560004949569,0.0016600076168365,0.0427200011909008,0.0474880002439022,0.0447296001017093,0.0449599996209144,0.0016438658194514,0.0119040003046393,0.0176640003919601,0.0136320002377033,0.0125759998336434,0.0020935926000275,0.0789759978652,0.0901760011911392,0.0851071998476982,0.085376001894474,0.0036591892925765,0.0178880002349615,0.0202879998832941,0.0188735999166965,0.0187839996069669,0.0008561179411768,2048,16,2,16,1,64,1,0,32,False,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,generic,none,CUDA_EVENT,False
0.018079999834299,0.0286079999059438,0.021094400063157,0.0184000004082918,0.0040448000513111,0.0436160005629062,0.0514560006558895,0.0468224003911018,0.0474560000002384,0.0029301515472595,0.0819839984178543,0.0937919989228248,0.0881855979561805,0.0875839963555336,0.0041458662261673,0.0126719996333122,0.0139840003103017,0.0130240000784397,0.0127360001206398,0.0004961549885217,0.0170559994876384,0.0187199991196393,0.017977599799633,0.0179200004786252,0.000620304903009,2048,16,2,16,1,64,1,1,0,True,AttentionBackend.FLASHINFER,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,1,1,BF16,generic,none,CUDA_EVENT,False
